bucket,path,clicks,impressions,ctr,position
"School Profiles (/schools/*)","/schools/amenti-beauty-academy-llc-odessa-c672209d",0,35,0.00,10.8
"School Profiles (/schools/*)","/schools/faded-culture-academy-san-antonio-402022f6",0,35,0.00,9.1
"School Profiles (/schools/*)","/schools/kalibur-barber-college-fort-worth-8702e6b3",0,35,0.00,8.7
"School Profiles (/schools/*)","/schools/lamar-state-college-port-arthur-beaumont-6e0856e8",0,35,0.00,15.3
"School Profiles (/schools/*)","/schools/navarro-college-cosmetology-waxahachie-8f665739",0,35,0.00,9.4
"School Profiles (/schools/*)","/schools/paul-mitchell-the-school-austin-austin-5390a711",2,34,5.88,13.1
"School Profiles (/schools/*)","/schools/lagrone-academy-denton-4a44da63",1,34,2.94,8.7
"School Profiles (/schools/*)","/schools/next-level-barber-institute-llc-bay-city-0511dd0a",1,34,2.94,8.6
"School Profiles (/schools/*)","/schools/trimsetters-barber-academy-inc-greenville-debff1d8",1,34,2.94,5.7
"School Profiles (/schools/*)","/schools/beauty-of-all-races-academy-llc-desoto-885f7ab2",0,34,0.00,7.5
"School Profiles (/schools/*)","/schools/d-luz-beauty-academy-esthetician-school-houston-katy-1c72d392",0,34,0.00,7.3
"School Profiles (/schools/*)","/schools/ogle-school-hair-skin-nails-dallas-9bc7044c",0,34,0.00,14.5
"School Profiles (/schools/*)","/schools/rgv-cosmetology-school-san-benito-c0b210da",0,34,0.00,9.7
"School Profiles (/schools/*)","/schools/wichita-falls-barber-academy-wichita-falls-229243df",0,34,0.00,9.7
"School Profiles (/schools/*)","/schools/avenue-five-institute-austin-5d1ea5c0",1,33,3.03,20.6
"School Profiles (/schools/*)","/schools/up-next-barber-college-huntsville-e546dd5e",1,33,3.03,7.0
"School Profiles (/schools/*)","/schools/barber-institute-of-texas-lewisville-lewisville-d88278ba",0,33,0.00,9.7
"School Profiles (/schools/*)","/schools/chop-it-up-barbershop-college-san-antonio-73502138",0,33,0.00,8.8
"School Profiles (/schools/*)","/schools/deluxe-barber-college-san-antonio-30196e06",0,33,0.00,14.2
"School Profiles (/schools/*)","/schools/frank-phillips-jr-college-borger-7d62d2ed",0,33,0.00,9.2
"School Profiles (/schools/*)","/schools/groveton-high-school-groveton-5d20990a",0,33,0.00,7.0
"School Profiles (/schools/*)","/schools/i-t-s-academy-of-beauty-irving-irving-27c46529",0,33,0.00,7.8
"School Profiles (/schools/*)","/schools/m-j-academy-llc-dallas-f813edde",0,33,0.00,9.4
"School Profiles (/schools/*)","/schools/mesa-barber-school-inc-houston-9a9d6934",0,33,0.00,9.2
"School Profiles (/schools/*)","/schools/the-shimaa-academy-arlington-51ac3c50",0,33,0.00,7.6
"School Profiles (/schools/*)","/schools/high-class-barber-academy-llc-ingleside-ca0735e8",5,32,15.63,5.1
"School Profiles (/schools/*)","/schools/neecee-s-barber-college-abilene-5e004f40",1,32,3.13,12.8
"School Profiles (/schools/*)","/schools/tri-state-cosmetology-institute-el-paso-56fb8181",1,32,3.13,14.8
"Insight Articles (/insights/*)","/insights/booth-rent-taxes-and-llc-texas",0,32,0.00,9.7
"School Profiles (/schools/*)","/schools/barbers-trade-school-inc-beaumont-97b9527f",0,32,0.00,10.1
"School Profiles (/schools/*)","/schools/dallas-skin-institute-inc-austin-e8ca4f76",0,32,0.00,10.9
"School Profiles (/schools/*)","/schools/duvalls-school-of-cosmetology-bedford-8f8ca382",0,32,0.00,8.3
"School Profiles (/schools/*)","/schools/katy-esthetician-academy-katy-dac8ab44",0,32,0.00,8.2
"School Profiles (/schools/*)","/schools/premier-barber-school-houston-87b709a3",0,32,0.00,11.2
"School Profiles (/schools/*)","/schools/the-salon-professional-academy-of-san-an-san-antonio-e7f20d5d",0,32,0.00,10.6
"School Profiles (/schools/*)","/schools/baldwin-beauty-schools-austin-2c37d6e7",1,31,3.23,12.0
"School Profiles (/schools/*)","/schools/all-about-beauty-academy-dallas-0547fc33",0,31,0.00,9.2
"School Profiles (/schools/*)","/schools/allstar-beauty-college-houston-2742e833",0,31,0.00,6.5
"School Profiles (/schools/*)","/schools/aveda-arts-sciences-institute-san-antonio-san-antonio-11cb99a9",0,31,0.00,11.8
"School Profiles (/schools/*)","/schools/caprock-school-of-cosmetology-slaton-2b2ec70f",0,31,0.00,9.1
"School Profiles (/schools/*)","/schools/ebony-essence-school-of-hair-design-caldwell-eff482ae",0,31,0.00,8.1
"School Profiles (/schools/*)","/schools/gulf-coast-barber-college-texas-city-620d631d",0,31,0.00,10.7
"School Profiles (/schools/*)","/schools/manuel-theresa-s-school-of-hair-design-brenham-82cfdf66",0,31,0.00,14.2
"School Profiles (/schools/*)","/schools/milan-institute-houston-54167a2d",0,31,0.00,10.6
"School Profiles (/schools/*)","/schools/remington-college-houston-campus-league-city-bb38c770",0,31,0.00,10.5
"School Profiles (/schools/*)","/schools/top-of-the-line-barber-school-south-side-san-antonio-5eba8160",0,31,0.00,8.3
"School Profiles (/schools/*)","/schools/ucas-university-of-cosmetology-arts-sciences-san-antonio-5efdff7a",0,31,0.00,10.1
"School Profiles (/schools/*)","/schools/wichita-falls-career-education-center-wichita-falls-43dfb425",2,30,6.67,8.4
"School Profiles (/schools/*)","/schools/immaculate-cut-barber-institute-laredo-616c05c2",1,30,3.33,9.0
"School Profiles (/schools/*)","/schools/champions-barber-beauty-academy-waco-8e47cb99",0,30,0.00,8.0
"School Profiles (/schools/*)","/schools/exclusive-barber-academy-sugar-land-bc9bd23c",0,30,0.00,8.7
"School Profiles (/schools/*)","/schools/mogo-salon-academy-of-montgomery-conroe-96b84e40",0,30,0.00,9.1
"School Profiles (/schools/*)","/schools/nuvani-institute-austin-austin-0d0e511f",0,30,0.00,10.1
"School Profiles (/schools/*)","/schools/nuvani-institute-austin-austin-e6564d4d",0,30,0.00,9.2
"School Profiles (/schools/*)","/schools/phat-s-institute-of-beauty-llc-tyler-9432deb0",0,30,0.00,6.5
"School Profiles (/schools/*)","/schools/trinity-valley-community-college-athens-9c00871e",0,30,0.00,7.6
"School Profiles (/schools/*)","/schools/xclusiv-makeup-and-beauty-academy-mcallen-0ecb55d4",0,30,0.00,6.5
"School Profiles (/schools/*)","/schools/collin-county-community-college-district-plano-b5b8470b",1,29,3.45,7.9
"School Profiles (/schools/*)","/schools/d-lash-architect-elite-academy-llc-sunnyvale-8008efbf",1,29,3.45,8.1
"School Profiles (/schools/*)","/schools/signature-beauty-school-arlington-8a4897cf",1,29,3.45,14.1
"School Profiles (/schools/*)","/schools/bbolm-college-of-cosmetology-killeen-f0bce6a2",0,29,0.00,7.9
"School Profiles (/schools/*)","/schools/bella-bonded-llc-amarillo-bd0ac1b7",0,29,0.00,8.4
"School Profiles (/schools/*)","/schools/del-mar-college-corpus-christi-658dcb27",0,29,0.00,9.2
"School Profiles (/schools/*)","/schools/i-t-s-academy-of-beauty-wichita-falls-98befbf8",0,29,0.00,8.9
"School Profiles (/schools/*)","/schools/international-institute-of-aesthetic-art-allen-11e18300",0,29,0.00,16.4
"School Profiles (/schools/*)","/schools/m-j-beauty-academy-escuela-de-cosmetologia-dallas-garland-9cf2dd8b",0,29,0.00,2.9
"School Profiles (/schools/*)","/schools/nuvani-institute-eagle-pass-eagle-pass-ac91a22d",0,29,0.00,8.2
"School Profiles (/schools/*)","/schools/richerson-s-master-barber-academy-fort-worth-b2738972",0,29,0.00,9.5
"School Profiles (/schools/*)","/schools/school-enstyle-beauty-academy-houston-6144f146",0,29,0.00,8.0
"School Profiles (/schools/*)","/schools/wade-gordon-hairdressing-academy-lubbock-664234c8",0,29,0.00,12.5
"School Profiles (/schools/*)","/schools/luxury-aesthetics-llc-san-antonio-e9962626",1,28,3.57,5.6
"School Profiles (/schools/*)","/schools/uptown-institute-llc-katy-d000584a",1,28,3.57,19.2
"School Profiles (/schools/*)","/schools/all-around-barber-school-hutto-8c3a25c6",0,28,0.00,9.2
"School Profiles (/schools/*)","/schools/boss-nail-academy-san-antonio-2b2f7dc3",0,28,0.00,6.6
"School Profiles (/schools/*)","/schools/elete-college-of-barbering-llc-mcallen-aead7e20",0,28,0.00,7.8
"School Profiles (/schools/*)","/schools/empower-health-aesthetic-institute-garland-c922bb26",0,28,0.00,8.7
"School Profiles (/schools/*)","/schools/franklin-barber-institute-houston-db620a75",0,28,0.00,8.4
"School Profiles (/schools/*)","/schools/game-changers-barber-academy-san-antonio-2cc4c9ee",0,28,0.00,9.4
"School Profiles (/schools/*)","/schools/instituto-de-belleza-y-arte-barbering-mcallen-db7d1fcf",0,28,0.00,10.0
"School Profiles (/schools/*)","/schools/j-n-beauty-college-fort-worth-0cc23271",0,28,0.00,7.0
"School Profiles (/schools/*)","/schools/papito-blessedhands-barber-academy-fort-worth-74c59db7",0,28,0.00,6.2
"School Profiles (/schools/*)","/schools/princeton-isd-cate-center-frisco-2311201c",0,28,0.00,9.1
"School Profiles (/schools/*)","/schools/seguin-beauty-school-seguin-41605160",0,28,0.00,12.2
"School Profiles (/schools/*)","/schools/the-lash-room-academy-alice-1fb323c1",0,28,0.00,7.5
"School Profiles (/schools/*)","/schools/ucas-univ-of-cosmetology-arts-sciences-harlingen-8fbf3f77",0,28,0.00,11.5
"School Profiles (/schools/*)","/schools/acc-academy-of-cosmetology-lubbock-a97d9823",2,27,7.41,7.9
"School Profiles (/schools/*)","/schools/baldwin-beauty-schools-austin-296d98d3",0,27,0.00,19.8
"School Profiles (/schools/*)","/schools/graduate-america-college-garland-7d53e341",0,27,0.00,9.7
"School Profiles (/schools/*)","/schools/illumination-barber-school-llc-houston-6a028272",0,27,0.00,4.6
"School Profiles (/schools/*)","/schools/nova-career-institute-el-paso-f25447e3",0,27,0.00,8.4
"School Profiles (/schools/*)","/schools/ogle-school-beauty-and-cosmetology-fort-worth-irving-15bd77dc",0,27,0.00,9.4
"School Profiles (/schools/*)","/schools/paul-mitchell-the-school-austin-pflugerville-50c5b1d2",0,27,0.00,12.9
"School Profiles (/schools/*)","/schools/shimaa-academy-houston-houston-ed267c26",0,27,0.00,6.7
"School Profiles (/schools/*)","/schools/texas-barber-university-porter-e243b0d1",0,27,0.00,14.8
"School Profiles (/schools/*)","/schools/united-beauty-college-irving-8b05ce6d",0,27,0.00,10.0
"School Profiles (/schools/*)","/schools/vanders-cosmetology-school-llc-san-antonio-b9e8b476",0,27,0.00,4.9
"School Profiles (/schools/*)","/schools/allstar-beauty-college-diaz-houston-da095833",0,26,0.00,9.6
"School Profiles (/schools/*)","/schools/aveda-institute-san-antonio-san-antonio-4bc38f59",0,26,0.00,16.6
"School Profiles (/schools/*)","/schools/boss-beauty-makeup-academy-san-antonio-b1b49567",0,26,0.00,14.5
"School Profiles (/schools/*)","/schools/charles-sue-s-school-of-hair-design-college-station-62aecb90",0,26,0.00,9.2
"School Profiles (/schools/*)","/schools/clarendon-college-childress-center-childress-8b5b9358",0,26,0.00,8.6
"School Profiles (/schools/*)","/schools/impact-barber-academy-austin-austin-cf9feb28",0,26,0.00,12.1
"School Profiles (/schools/*)","/schools/milan-institute-of-cosmetology-san-antonio-south-san-antonio-a234b7eb",0,26,0.00,9.8
"School Profiles (/schools/*)","/schools/pearlands-innovative-school-of-beauty-pearland-eecf2da1",0,26,0.00,10.8
"School Profiles (/schools/*)","/schools/permian-basin-barber-college-pbbc-odessa-c32aab6b",0,26,0.00,9.7
"School Profiles (/schools/*)","/schools/a-plus-beauty-academy-llc-garland-405d8a19",0,25,0.00,11.0
"School Profiles (/schools/*)","/schools/advanced-skin-care-academy-llc-houston-122f5228",0,25,0.00,28.1
"School Profiles (/schools/*)","/schools/boss-lady-beauty-academy-waco-185d1558",0,25,0.00,19.0
"School Profiles (/schools/*)","/schools/compassion-beauty-school-llc-houston-d7fb162f",0,25,0.00,4.4
"School Profiles (/schools/*)","/schools/couture-beauty-academy-houston-97bf2db6",0,25,0.00,8.2
"School Profiles (/schools/*)","/schools/dallas-skin-institute-dallas-7879e81c",0,25,0.00,9.7
"School Profiles (/schools/*)","/schools/first-class-barber-college-eustace-5e8fd973",0,25,0.00,8.7
"School Profiles (/schools/*)","/schools/new-image-institute-of-cosmetology-llc-san-juan-d6945568",0,25,0.00,9.0
"School Profiles (/schools/*)","/schools/ogle-school-hair-skin-nails-stafford-5188a0c6",0,25,0.00,12.0
"School Profiles (/schools/*)","/schools/prime-time-technical-institute-canutillo-0cb79970",0,25,0.00,6.2
"School Profiles (/schools/*)","/schools/riverside-barber-beauty-institute-fort-worth-b9212002",0,25,0.00,7.5
"School Profiles (/schools/*)","/schools/southwest-barber-institute-el-paso-869ad858",1,24,4.17,9.3
"School Profiles (/schools/*)","/schools/bella-beauty-college-ben-white-campus-austin-12db93d9",0,24,0.00,9.8
"School Profiles (/schools/*)","/schools/champion-beauty-college-inc-houston-4469d312",0,24,0.00,7.6
"School Profiles (/schools/*)","/schools/dacs-academy-austin-803e6f05",0,24,0.00,5.5
"School Profiles (/schools/*)","/schools/esti-project-inc-san-antonio-b4a2e749",0,24,0.00,4.1
"School Profiles (/schools/*)","/schools/houston-training-school-houston-01f72c2e",0,24,0.00,14.3
"School Profiles (/schools/*)","/schools/kilgore-college-longview-longview-494e6d84",0,24,0.00,12.9
"School Profiles (/schools/*)","/schools/vxo-beauty-academy-plano-df91396a",0,24,0.00,10.3
"School Profiles (/schools/*)","/schools/williams-barber-college-fort-worth-67ec17ef",0,24,0.00,10.2
"School Profiles (/schools/*)","/schools/elliot-reed-beauty-institute-dallas-01e7a3c3",3,23,13.04,4.7
"School Profiles (/schools/*)","/schools/modern-barber-beauty-institute-college-station-6a686e6b",1,23,4.35,20.8
"School Profiles (/schools/*)","/schools/shear-genius-barber-school-houston-7af0d84c",1,23,4.35,4.2
"School Profiles (/schools/*)","/schools/adia-beauty-college-dallas-04fdd48f",0,23,0.00,7.3
"School Profiles (/schools/*)","/schools/cosmetology-out-of-state-school-irving-89b620d9",0,23,0.00,20.9
"School Profiles (/schools/*)","/schools/evvaylois-academy-school-of-beauty-brenham-2d87842a",0,23,0.00,7.2
"School Profiles (/schools/*)","/schools/excellence-cosmetology-school-llc-roma-9719838b",0,23,0.00,6.0
"School Profiles (/schools/*)","/schools/fort-bend-barber-college-sugar-land-f3e1c2aa",0,23,0.00,9.4
"School Profiles (/schools/*)","/schools/institute-of-cosmetology-houston-03cf9af9",0,23,0.00,25.7
"School Profiles (/schools/*)","/schools/maria-s-barber-school-round-rock-f0dae078",0,23,0.00,3.7
"School Profiles (/schools/*)","/schools/paul-mitchell-the-school-houston-houston-ba42c1c3",0,23,0.00,12.2
"School Profiles (/schools/*)","/schools/remington-college-north-houston-campus-houston-3a649b30",0,23,0.00,15.3
"School Profiles (/schools/*)","/schools/south-texas-vocational-technical-institute-of-san-antonio-tx-san-antonio-b97667e5",0,23,0.00,14.7
"School Profiles (/schools/*)","/schools/texas-ds-beauty-school-prosper-f8fdac9d",0,23,0.00,5.2
"School Asset Pages (exam/license/tools)","/tools/texas-cosmetology-exam-practice-deck",0,23,0.00,13.0
"School Profiles (/schools/*)","/schools/academy-of-barbers-iinstitute-ept-el-paso-4ea7730d",0,22,0.00,23.4
"School Profiles (/schools/*)","/schools/central-texas-beauty-college-2-round-rock-5d5ac9c2",0,22,0.00,13.4
"School Profiles (/schools/*)","/schools/collectiv-academy-dallas-e5859157",0,22,0.00,14.0
"School Profiles (/schools/*)","/schools/east-texas-barber-beauty-school-barbershop-hair-salon-fort-worth-dd87e7bc",0,22,0.00,8.0
"School Profiles (/schools/*)","/schools/franklin-institute-2-houston-6b7a2580",0,22,0.00,13.0
"School Profiles (/schools/*)","/schools/gnu-beauty-institute-houston-817b274f",0,22,0.00,12.5
"School Profiles (/schools/*)","/schools/seguin-high-school-seguin-0fd20544",0,22,0.00,9.7
"School Profiles (/schools/*)","/schools/total-escape-lavishing-lashes-academy-duncanville-3c8ba71f",0,22,0.00,6.0
"School Profiles (/schools/*)","/schools/ucas-university-of-cosmetology-arts-sciences-brownsville-aebbb4a2",0,22,0.00,7.9
"School Profiles (/schools/*)","/schools/vogue-college-of-cosmetology-san-antonio-e5dbb7b0",0,22,0.00,18.5
"School Profiles (/schools/*)","/schools/ecl-beauty-school-llc-houston-7a3cb9b9",3,21,14.29,3.8
"School Profiles (/schools/*)","/schools/central-texas-barber-college-killeen-34046f83",2,21,9.52,15.0
"School Profiles (/schools/*)","/schools/marqblendz-barber-academy-co-plano-069f1311",2,21,9.52,6.1
"School Profiles (/schools/*)","/schools/devida-lash-academy-mcallen-df71b02c",1,21,4.76,4.4
"School Profiles (/schools/*)","/schools/dynasty-barber-school-spring-39eaf48a",0,21,0.00,4.9
"School Profiles (/schools/*)","/schools/east-texas-lash-institute-tyler-1376c142",0,21,0.00,10.2
"School Profiles (/schools/*)","/schools/houston-barber-school-houston-661e5180",0,21,0.00,8.4
"School Profiles (/schools/*)","/schools/its-academy-of-beauty-fort-worth-fort-worth-aa5b5a91",0,21,0.00,18.5
"School Profiles (/schools/*)","/schools/r-e-cosmetology-school-ltd-baytown-2f22967e",0,21,0.00,19.3
"School Profiles (/schools/*)","/schools/the-903-school-of-barbering-pllc-sherman-84f47873",0,21,0.00,9.3
"School Profiles (/schools/*)","/schools/wharton-junior-college-wharton-25079106",0,21,0.00,8.9
"School Profiles (/schools/*)","/schools/blessed-hands-barber-cosmetology-college-corpus-christi-7d30cd79",1,20,5.00,13.6
"School Profiles (/schools/*)","/schools/melluzi-academy-pflugerville-d104be2d",1,20,5.00,10.1
"School Profiles (/schools/*)","/schools/san-jacinto-college-pasadena-f9792dda",1,20,5.00,10.1
"School Profiles (/schools/*)","/schools/amarillo-permanent-cosmetics-institute-amarillo-10a518db",0,20,0.00,15.6
"School Profiles (/schools/*)","/schools/becoming-better-training-academy-hempstead-54b38482",0,20,0.00,7.0
"School Profiles (/schools/*)","/schools/clarendon-college-clarendon-45ae5683",0,20,0.00,7.5
"School Profiles (/schools/*)","/schools/houston-gateway-academy-inc-houston-7ac87b7a",0,20,0.00,9.9
"School Profiles (/schools/*)","/schools/modern-beauty-institute-of-cosmetology-weslaco-e9998103",0,20,0.00,4.5
"School Profiles (/schools/*)","/schools/mtb-barber-academy-fort-worth-fbd87a8f",0,20,0.00,7.5
"School Profiles (/schools/*)","/schools/trinity-valley-community-col-palestine-29109cd6",0,20,0.00,9.3
"School Profiles (/schools/*)","/schools/vogue-college-of-cosmetology-lubbock-714518ae",0,20,0.00,8.2
"School Profiles (/schools/*)","/schools/bessemer-beauty-college-houston-bec08bbf",1,19,5.26,6.8
"School Profiles (/schools/*)","/schools/bill-r-johnson-career-tech-ed-center-crowley-7e6e6a64",1,19,5.26,9.8
"School Profiles (/schools/*)","/schools/dallas-blends-barber-academy-dallas-dfceff0f",1,19,5.26,13.7
"School Profiles (/schools/*)","/schools/headlines-barber-college-odessa-7c501f42",1,19,5.26,9.1
"School Profiles (/schools/*)","/schools/bellagio-academy-lewisville-f1081a11",0,19,0.00,7.9
"School Profiles (/schools/*)","/schools/contucci-llc-baytown-0e83dd65",0,19,0.00,8.3
"School Profiles (/schools/*)","/schools/darly-new-face-academy-dallas-4f3f1743",0,19,0.00,7.7
"School Profiles (/schools/*)","/schools/drop-dead-gorgeous-academy-beaumont-4719b6d7",0,19,0.00,7.7
"School Profiles (/schools/*)","/schools/erma-s-beauty-school-llc-cedar-creek-7d2ddd20",0,19,0.00,6.4
"School Profiles (/schools/*)","/schools/finetta-beauty-and-barber-academy-llc-hearne-387606ea",0,19,0.00,8.2
"School Profiles (/schools/*)","/schools/garland-beauty-school-garland-2fdd417b",0,19,0.00,7.7
"School Profiles (/schools/*)","/schools/glow-theory-academy-belton-8a2ceb68",0,19,0.00,7.8
"School Profiles (/schools/*)","/schools/i-lash-by-lauren-llc-tyler-8fa612ba",0,19,0.00,8.8
"School Profiles (/schools/*)","/schools/inspire-institute-of-barbering-cosmetology-plano-d916ae1e",0,19,0.00,8.5
"School Profiles (/schools/*)","/schools/paul-mitchell-the-school-dallas-carrollton-a3ee2979",0,19,0.00,10.6
"School Profiles (/schools/*)","/schools/pipo-academy-of-hair-design-el-paso-c0571266",0,19,0.00,8.1
"School Profiles (/schools/*)","/schools/salon-spa-institute-brownsville-f35e0a4a",0,19,0.00,25.4
"School Profiles (/schools/*)","/schools/the-lash-institute-weatherford-23e4feff",0,19,0.00,4.4
"School Profiles (/schools/*)","/schools/trend-barber-college-inc-houston-cde47331",0,19,0.00,9.1
"School Profiles (/schools/*)","/schools/visit-sugar-land-sugar-land-c261ec20",0,19,0.00,10.9
"School Profiles (/schools/*)","/schools/prospect-barber-institute-llc-mesquite-b7d7a1d2",2,18,11.11,6.7
"School Profiles (/schools/*)","/schools/advanced-beauty-college-austin-68ce6f0e",1,18,5.56,6.1
"School Profiles (/schools/*)","/schools/nu-beauty-school-plano-a8fb30be",1,18,5.56,5.8
"School Profiles (/schools/*)","/schools/zion-s-braiding-school-garland-802f31db",1,18,5.56,2.7
"School Profiles (/schools/*)","/schools/dale-jackson-career-center-lewisville-06c781b8",0,18,0.00,5.4
"School Profiles (/schools/*)","/schools/diamonds-cosmetology-college-sherman-6c9bef55",0,18,0.00,8.9
"School Profiles (/schools/*)","/schools/exclusiv-barber-beauty-academy-llc-tyler-4e4a31f6",0,18,0.00,8.4
"School Profiles (/schools/*)","/schools/laila-s-beauty-studio-college-station-83786288",0,18,0.00,9.1
"School Profiles (/schools/*)","/schools/learn-lash-repeat-training-academy-dallas-f401010e",0,18,0.00,7.3
"School Profiles (/schools/*)","/schools/miller-career-and-technology-center-katy-7fc6d2c6",0,18,0.00,10.2
"School Profiles (/schools/*)","/schools/texarkana-college-texarkana-cc1d7251",0,18,0.00,18.2
"School Profiles (/schools/*)","/schools/texas-lash-academy-llc-eagle-pass-9fdd8a20",0,18,0.00,9.3
"School Profiles (/schools/*)","/schools/trucco-beauty-institute-el-paso-ae5196de",0,18,0.00,10.1
"School Profiles (/schools/*)","/schools/vogue-international-academy-port-arthur-4011e5ed",0,18,0.00,7.8
"School Profiles (/schools/*)","/schools/a-m-barber-academy-fort-worth-fort-worth-67c2ee18",1,17,5.88,6.7
"School Profiles (/schools/*)","/schools/beauty-arts-cosmetology-institute-donna-a92ffac2",1,17,5.88,6.3
"School Profiles (/schools/*)","/schools/cleveland-high-school-cleveland-e18767c5",1,17,5.88,28.5
"School Profiles (/schools/*)","/schools/m-j-academy-llc-dallas-9098795b",1,17,5.88,6.4
"School Profiles (/schools/*)","/schools/tres-hermanas-beauty-academy-llc-dallas-c476246d",1,17,5.88,5.7
"School Profiles (/schools/*)","/schools/american-beauty-school-reynoso-houston-fbf69ad8",0,17,0.00,8.5
"School Profiles (/schools/*)","/schools/american-laser-aesthetics-institute-san-antonio-59298909",0,17,0.00,20.0
"School Profiles (/schools/*)","/schools/barber-arts-institute-donna-5d0ed937",0,17,0.00,6.1
"School Profiles (/schools/*)","/schools/bella-beauty-academy-san-antonio-af7e383b",0,17,0.00,10.1
"School Profiles (/schools/*)","/schools/career-schools-of-texas-houston-021dda43",0,17,0.00,19.3
"School Profiles (/schools/*)","/schools/choezen-careers-healthcare-training-ll-san-antonio-2bdfd4fd",0,17,0.00,8.2
"School Profiles (/schools/*)","/schools/cisco-college-cisco-9efa2fa1",0,17,0.00,7.2
"School Profiles (/schools/*)","/schools/dermology-college-of-aesthetics-and-wellness-houston-46efcb45",0,17,0.00,8.7
"School Profiles (/schools/*)","/schools/design-beauty-college-spring-c7e06a01",0,17,0.00,10.2
"School Profiles (/schools/*)","/schools/glamoureyes-more-llc-abilene-47946176",0,17,0.00,2.6
"School Profiles (/schools/*)","/schools/marshall-high-school-marshall-185944a8",0,17,0.00,7.6
"School Profiles (/schools/*)","/schools/mogo-salon-academy-of-montgomery-llc-montgomery-2f5a6a8a",0,17,0.00,9.4
"School Profiles (/schools/*)","/schools/natural-images-beauty-college-clute-55413005",0,17,0.00,9.3
"School Profiles (/schools/*)","/schools/north-east-texas-comm-college-mount-pleasant-60eec57e",0,17,0.00,10.4
"School Profiles (/schools/*)","/schools/ogle-school-beauty-and-cosmetology-fort-worth-fort-worth-eef531cf",0,17,0.00,15.4
"School Profiles (/schools/*)","/schools/ogle-school-hair-skin-nails-dallas-e1292066",0,17,0.00,14.6
"School Profiles (/schools/*)","/schools/pr-beauty-college-richardson-b719c1d1",0,17,0.00,9.6
"School Profiles (/schools/*)","/schools/the-glam-room-llc-mission-76f029ae",0,17,0.00,7.1
"School Profiles (/schools/*)","/schools/the-hair-mayor-beauty-college-missouri-city-42682902",0,17,0.00,11.3
"School Profiles (/schools/*)","/schools/the-skin-beauty-academy-llc-houston-a6177131",0,17,0.00,33.5
"School Profiles (/schools/*)","/schools/tonsorial-arts-barber-college-texarkana-901d51f0",0,17,0.00,12.6
"School Profiles (/schools/*)","/schools/top-of-the-line-barber-school-san-antonio-fe121ae5",0,17,0.00,9.7
"School Profiles (/schools/*)","/schools/ucas-univ-of-cosmetology-arts-sciences-mcallen-41bd5381",0,17,0.00,20.3
"School Profiles (/schools/*)","/schools/victoria-beauty-barber-college-victoria-7087c421",0,17,0.00,10.8
"School Profiles (/schools/*)","/schools/aisd-career-tech-center-arlington-601ea8ce",2,16,12.50,6.5
"School Profiles (/schools/*)","/schools/hairmosa-beauty-academy-inc-duncanville-789d215c",1,16,6.25,7.1
"School Profiles (/schools/*)","/schools/milan-institute-san-antonio-e6f3142e",1,16,6.25,14.9
"School Profiles (/schools/*)","/schools/vanguardia-universidad-de-belleza-llc-mcallen-1d9f5fa6",1,16,6.25,5.9
"School Profiles (/schools/*)","/schools/aaction-barber-styling-college-garland-9b31ac59",0,16,0.00,5.6
"School Profiles (/schools/*)","/schools/art-of-barber-academy-houston-97034898",0,16,0.00,11.5
"School Profiles (/schools/*)","/schools/hands-on-therapy-mesquite-f5cc58fd",0,16,0.00,10.4
"School Profiles (/schools/*)","/schools/lamar-institute-of-technology-beaumont-3373e2b6",0,16,0.00,6.8
"School Profiles (/schools/*)","/schools/lash-habit-academy-llc-san-antonio-13c34d0e",0,16,0.00,9.2
"School Profiles (/schools/*)","/schools/nevaeh-studios-cosmetology-barber-inst-frisco-00dbda81",0,16,0.00,15.3
"School Profiles (/schools/*)","/schools/san-benito-high-school-san-benito-0f4fa82d",0,16,0.00,14.0
"School Profiles (/schools/*)","/schools/swl-institute-mckinney-f0a2fc01",0,16,0.00,4.3
"School Profiles (/schools/*)","/schools/toni-guy-hairdressing-academy-plano-ed06a051",0,16,0.00,26.9
"School Profiles (/schools/*)","/schools/unity-blends-barber-academy-llc-houston-0a80c77b",0,16,0.00,6.7
"School Profiles (/schools/*)","/schools/you-can-too-ltd-friendswood-0d3d237b",0,16,0.00,3.9
"School Profiles (/schools/*)","/schools/lampasas-high-school-lampasas-af2c4718",1,15,6.67,6.7
"School Profiles (/schools/*)","/schools/southwest-texas-college-uvalde-ba6ffd96",1,15,6.67,11.6
"School Profiles (/schools/*)","/schools/a-m-barber-academy-fort-worth-05a82506",0,15,0.00,15.0
"School Profiles (/schools/*)","/schools/abrils-cosmetology-barber-school-houston-ac7c4f73",0,15,0.00,6.2
"School Profiles (/schools/*)","/schools/chop-it-up-barber-college-schertz-2f3b3044",0,15,0.00,8.7
"School Profiles (/schools/*)","/schools/dallas-barber-stylist-clg-dallas-26e189d3",0,15,0.00,8.3
"School Profiles (/schools/*)","/schools/elevation-barber-college-san-antonio-c2ce03d7",0,15,0.00,6.5
"School Profiles (/schools/*)","/schools/jay-s-technical-institute-of-houston-katy-f510b288",0,15,0.00,9.5
"School Profiles (/schools/*)","/schools/laredo-college-laredo-c7b80d2e",0,15,0.00,12.0
"School Profiles (/schools/*)","/schools/metroplex-beauty-school-mesquite-32f4cc86",0,15,0.00,10.8
