bucket,path,clicks,impressions,ctr,position
"School Profiles (/schools/*)","/schools/andrews-isd-tx-0f19c0b5",0,5,0.00,9.8
"School Profiles (/schools/*)","/schools/bellmead-barber-and-cosmetolgy-sch-llc-bellmead-7e28926a",0,5,0.00,5.4
"School Profiles (/schools/*)","/schools/bisd-school-of-cosmetology-austin-005e7fdf",0,5,0.00,18.6
"School Profiles (/schools/*)","/schools/blade-craft-barber-academy-dallas-f1848391",0,5,0.00,18.0
"School Profiles (/schools/*)","/schools/caney-creek-high-school-conroe-2f83c4e0",0,5,0.00,6.6
"School Profiles (/schools/*)","/schools/career-technology-institute-victoria-6cd2144e",0,5,0.00,10.8
"School Profiles (/schools/*)","/schools/chavelas-school-of-cosmetology-midland-d581a2ae",0,5,0.00,16.2
"School Profiles (/schools/*)","/schools/cna-training-institute-sugar-land-1a4db982",0,5,0.00,9.8
"School Profiles (/schools/*)","/schools/distinctive-academy-llc-houston-ed478d14",0,5,0.00,7.6
"School Profiles (/schools/*)","/schools/fmc-carswell-fort-worth-054b2680",0,5,0.00,12.6
"School Profiles (/schools/*)","/schools/fmc-fort-worth-fort-worth-ddc9dfc3",0,5,0.00,10.4
"School Profiles (/schools/*)","/schools/heritage-career-institute-carrollton-e3b3384b",0,5,0.00,10.4
"School Profiles (/schools/*)","/schools/houston-city-college-northline-houston-c409b5f5",0,5,0.00,10.4
"School Profiles (/schools/*)","/schools/houston-math-science-technology-center-houston-727b8884",0,5,0.00,13.6
"School Profiles (/schools/*)","/schools/hypnotize-barber-academy-dallas-b4d2933a",0,5,0.00,6.8
"School Profiles (/schools/*)","/schools/international-institute-of-aesthetic-arts-and-beauty-mckinney-c633dab8",0,5,0.00,21.8
"School Profiles (/schools/*)","/schools/jama-s-beauty-barber-college-inc-los-angeles-90d6309e",0,5,0.00,8.2
"School Profiles (/schools/*)","/schools/jb-hensler-college-and-career-academy-manvel-3085a2dd",0,5,0.00,7.6
"School Profiles (/schools/*)","/schools/klein-cain-high-school-houston-0fa282f4",0,5,0.00,10.8
"School Profiles (/schools/*)","/schools/legendz-barber-college-sugar-land-430a32fc",0,5,0.00,8.2
"School Profiles (/schools/*)","/schools/letty-s-barbering-and-cosmetology-college-los-angeles-2bae62eb",0,5,0.00,8.6
"School Profiles (/schools/*)","/schools/lm-lash-lounge-academy-llc-godley-71fbdb51",0,5,0.00,6.6
"School Profiles (/schools/*)","/schools/milby-high-school-houston-7aa61460",0,5,0.00,18.2
"School Profiles (/schools/*)","/schools/monterey-high-school-lubbock-7b70bb32",0,5,0.00,16.4
"School Profiles (/schools/*)","/schools/neihule-academy-of-beauty-los-angeles-bd03acff",0,5,0.00,7.4
"School Profiles (/schools/*)","/schools/ogle-school-hair-skin-nails-hurst-e4cead69",0,5,0.00,12.2
"School Profiles (/schools/*)","/schools/paul-mitchell-the-school-sherman-oaks-los-angeles-87d1bdcd",0,5,0.00,8.4
"School Profiles (/schools/*)","/schools/poteet-high-school-cosmetology-poteet-4270d41d",0,5,0.00,6.0
"School Profiles (/schools/*)","/schools/psja-cosmetology-at-ballew-pharr-f9357a36",0,5,0.00,4.8
"School Profiles (/schools/*)","/schools/quinlan-ford-high-school-quinlan-52b9dd6a",0,5,0.00,6.6
"School Profiles (/schools/*)","/schools/rankin-isd-tx-aff02abb",0,5,0.00,6.0
"School Profiles (/schools/*)","/schools/robert-e-lee-high-school-baytown-775ca186",0,5,0.00,8.8
"School Profiles (/schools/*)","/schools/summit-salon-academy-mabank-mabank-3bad93b5",0,5,0.00,9.6
"School Profiles (/schools/*)","/schools/the-texas-lash-institute-college-station-f850fec9",0,5,0.00,7.6
"School Profiles (/schools/*)","/schools/touch-makeup-academy-houston-6b1a814c",0,5,0.00,28.2
"School Profiles (/schools/*)","/schools/wharton-high-school-wharton-92214ccd",0,5,0.00,9.2
"School Profiles (/schools/*)","/schools/colour-beauty-school-katy-b752a038",1,4,25.00,13.8
"School Profiles (/schools/*)","/schools/cypress-springs-high-school-cypress-732e123d",1,4,25.00,10.5
"School Profiles (/schools/*)","/schools/edinburg-h-s-career-edinburg-3b97675e",1,4,25.00,17.8
"School Profiles (/schools/*)","/schools/goldstar-barber-academy-bryan-da695c5a",1,4,25.00,1.8
"School Profiles (/schools/*)","/schools/ngs-academy-llc-dallas-3f97f7aa",1,4,25.00,4.3
"School Asset Pages (exam/license/tools)","/cosmetology-schools-houston",0,4,0.00,40.5
"Insight Articles (/insights/*)","/insights/thecut-sovereign-intelligence-audit",0,4,0.00,5.5
"School Profiles (/schools/*)","/schools/77ef6ce8-d4ed-4612-9630-0b048a459f03",0,4,0.00,8.3
"School Profiles (/schools/*)","/schools/89-beauty-school-katy-77a8c621",0,4,0.00,15.0
"School Profiles (/schools/*)","/schools/aaction-barber-and-styling-college-dallas-00c745d4",0,4,0.00,4.0
"School Profiles (/schools/*)","/schools/advanced-beauty-academy-pasadena-6ef70c38",0,4,0.00,12.0
"School Profiles (/schools/*)","/schools/b1-careers-houston-1192f596",0,4,0.00,5.8
"School Profiles (/schools/*)","/schools/barbara-jordan-high-school-houston-9660d891",0,4,0.00,55.0
"School Profiles (/schools/*)","/schools/beauty-soul-utions-nirvana-house-of-aest-leander-dae3a33f",0,4,0.00,6.3
"School Profiles (/schools/*)","/schools/burkburnett-high-school-burkburnett-c5f4829c",0,4,0.00,7.3
"School Profiles (/schools/*)","/schools/canyon-isd-cosmetology-canyon-a97dd374",0,4,0.00,3.8
"School Profiles (/schools/*)","/schools/charles-sue-s-school-of-hair-design-bryan-9ae4924a",0,4,0.00,8.8
"School Profiles (/schools/*)","/schools/clarendon-college-clarendon-c9be9e78",0,4,0.00,8.5
"School Profiles (/schools/*)","/schools/community-isd-tx-6cc6deef",0,4,0.00,20.3
"School Profiles (/schools/*)","/schools/conroe-career-tech-cosmetology-conroe-e650f4fb",0,4,0.00,37.3
"School Profiles (/schools/*)","/schools/crandall-isd-tx-af7ae4b1",0,4,0.00,10.3
"School Profiles (/schools/*)","/schools/crystal-city-high-school-ccisd-crystal-city-81fe2708",0,4,0.00,6.0
"School Profiles (/schools/*)","/schools/d-s-barber-academy-lumberton-a1af9181",0,4,0.00,8.5
"School Profiles (/schools/*)","/schools/davis-high-school-houston-c72cac1d",0,4,0.00,52.5
"School Profiles (/schools/*)","/schools/dickinson-high-school-dickinson-8ddb3b94",0,4,0.00,19.3
"School Profiles (/schools/*)","/schools/eisenhower-high-school-houston-2b305542",0,4,0.00,8.0
"School Profiles (/schools/*)","/schools/elevation-barber-college-san-antonio-a25f1bf0",0,4,0.00,9.0
"School Profiles (/schools/*)","/schools/expert-do-inc-carrollton-674bde20",0,4,0.00,5.5
"School Profiles (/schools/*)","/schools/franklin-barber-institute-2-pearland-96fdad7a",0,4,0.00,11.0
"School Profiles (/schools/*)","/schools/gal-beauty-academy-mckinney-0c714576",0,4,0.00,4.8
"School Profiles (/schools/*)","/schools/horizon-high-school-el-paso-1bf99349",0,4,0.00,6.8
"School Profiles (/schools/*)","/schools/houston-community-college-southwest-college-missouri-city-88459918",0,4,0.00,18.3
"School Profiles (/schools/*)","/schools/inner-g-complete-agency-atl-db7a5fc1",0,4,0.00,5.5
"School Profiles (/schools/*)","/schools/institute-of-makeup-artistry-f-x-of-san-antonio-llc-san-antonio-53b598ff",0,4,0.00,19.5
"School Profiles (/schools/*)","/schools/iowa-park-high-school-iowa-park-2fae65d5",0,4,0.00,6.5
"School Profiles (/schools/*)","/schools/james-madison-high-school-san-antonio-11bc8f83",0,4,0.00,5.8
"School Profiles (/schools/*)","/schools/klein-oak-high-school-klein-5bae0a95",0,4,0.00,7.8
"School Profiles (/schools/*)","/schools/magnolia-west-high-school-magnolia-6010157e",0,4,0.00,9.8
"School Profiles (/schools/*)","/schools/manuel-theresa-s-school-hair-college-station-783204a5",0,4,0.00,9.8
"School Profiles (/schools/*)","/schools/mt-training-center-desoto-5ad73b24",0,4,0.00,7.0
"School Profiles (/schools/*)","/schools/mystros-barber-academy-houston-ed68626f",0,4,0.00,17.8
"School Profiles (/schools/*)","/schools/nixon-high-school-laredo-47f8c400",0,4,0.00,23.8
"School Profiles (/schools/*)","/schools/nu-generation-advanced-esthetics-academy-el-paso-0490d1e2",0,4,0.00,6.8
"School Profiles (/schools/*)","/schools/pebble-hills-high-school-el-paso-dd38157a",0,4,0.00,7.3
"School Profiles (/schools/*)","/schools/prolific-barber-academy-llc-lubbock-b70b8132",0,4,0.00,33.3
"School Profiles (/schools/*)","/schools/querageous-enterprises-llc-spring-e21c1584",0,4,0.00,10.0
"School Profiles (/schools/*)","/schools/rains-high-cosmetology-school-emory-a3b19a4c",0,4,0.00,9.0
"School Profiles (/schools/*)","/schools/stone-co-climbing-college-station-21dcc0dc",0,4,0.00,8.0
"School Profiles (/schools/*)","/schools/svega-taekwondo-brazilian-jiu-jitsu-and-training-center-pflugerville-3c3f7ffe",0,4,0.00,5.8
"School Profiles (/schools/*)","/schools/the-salon-and-spa-at-southern-careers-institute-brownsville-brownsville-120f9639",0,4,0.00,8.0
"School Profiles (/schools/*)","/schools/trend-barber-college-sugar-land-2778d509",0,4,0.00,10.5
"School Profiles (/schools/*)","/schools/trend-barber-college-sugar-land-d392de04",0,4,0.00,32.3
"School Profiles (/schools/*)","/schools/trimble-tech-high-school-fort-worth-6665b205",0,4,0.00,7.8
"School Profiles (/schools/*)","/schools/vidor-high-school-tx-1d61b23a",0,4,0.00,7.5
"School Profiles (/schools/*)","/schools/jersey-village-high-school-jersey-village-62344c1c",1,3,33.33,5.0
"School Profiles (/schools/*)","/schools/teague-independent-school-district-tx-4a09ccc8",1,3,33.33,3.7
"School Profiles (/schools/*)","/schools/249-beauty-college-houston-5e198b78",0,3,0.00,10.3
"School Profiles (/schools/*)","/schools/89-beauty-school-cypress-19bb93ae",0,3,0.00,11.0
"School Profiles (/schools/*)","/schools/9bc19b08-1fcc-4b21-acdc-7c7b0fd7e73c",0,3,0.00,9.3
"School Profiles (/schools/*)","/schools/academy-of-barbers-frisco-b807f29e",0,3,0.00,27.7
"School Profiles (/schools/*)","/schools/alice-high-school-alice-6391c51e",0,3,0.00,15.3
"School Profiles (/schools/*)","/schools/barber-studio-6-bishop-arts-district-dallas-9bf42149",0,3,0.00,9.3
"School Profiles (/schools/*)","/schools/barcelona-beauty-academy-and-salon-hurst-acafbc2f",0,3,0.00,5.7
"School Profiles (/schools/*)","/schools/beauty-art-makeup-academy-pearland-e3bf0ca6",0,3,0.00,8.0
"School Profiles (/schools/*)","/schools/bella-beauty-college-waco-afbd9dee",0,3,0.00,28.0
"School Profiles (/schools/*)","/schools/bisd-career-beaumont-3884ec80",0,3,0.00,5.7
"School Profiles (/schools/*)","/schools/buinger-career-tech-education-academy-bedford-06f646eb",0,3,0.00,29.0
"School Profiles (/schools/*)","/schools/career-technical-high-school-houston-c42b98d2",0,3,0.00,14.0
"School Profiles (/schools/*)","/schools/cureosity-academy-of-art-longview-4dc0bce2",0,3,0.00,8.0
"School Profiles (/schools/*)","/schools/cy-fair-high-school-cypress-c3f07c15",0,3,0.00,7.3
"School Profiles (/schools/*)","/schools/cypress-creek-high-school-houston-8478863f",0,3,0.00,43.3
"School Profiles (/schools/*)","/schools/cypress-lakes-high-school-katy-81773076",0,3,0.00,10.0
"School Profiles (/schools/*)","/schools/deleon-barber-atlanta-44e8efe7",0,3,0.00,5.7
"School Profiles (/schools/*)","/schools/donna-north-high-school-donna-3b9049be",0,3,0.00,3.0
"School Profiles (/schools/*)","/schools/ennis-high-school-ennis-100737d0",0,3,0.00,9.0
"School Profiles (/schools/*)","/schools/fbf69ad8-048c-4c07-9319-1db1cef27131",0,3,0.00,7.0
"School Profiles (/schools/*)","/schools/free-world-jiu-jitsu-pflugerville-bb73b758",0,3,0.00,10.0
"School Profiles (/schools/*)","/schools/glance-lash-academy-fort-worth-c058b1a7",0,3,0.00,25.0
"School Profiles (/schools/*)","/schools/h-m-aesthetics-llc-plano-2b73e2c2",0,3,0.00,3.3
"School Profiles (/schools/*)","/schools/icon-school-of-barbering-houston-48d3cd87",0,3,0.00,2.3
"School Profiles (/schools/*)","/schools/image-academy-memorial-houston-0289791c",0,3,0.00,11.3
"School Profiles (/schools/*)","/schools/infinite-glow-academy-los-angeles-da46c921",0,3,0.00,11.3
"School Profiles (/schools/*)","/schools/james-earl-rudder-high-school-bryan-9ab313e2",0,3,0.00,9.7
"School Profiles (/schools/*)","/schools/jasmine-beauty-school-san-diego-088d32ae",0,3,0.00,9.0
"School Profiles (/schools/*)","/schools/jay-s-technical-institute-houston-3b00d34e",0,3,0.00,10.0
"School Profiles (/schools/*)","/schools/john-a-dubiski-career-high-school-grand-prairie-6092fba6",0,3,0.00,20.7
"School Profiles (/schools/*)","/schools/klein-forest-high-school-houston-1c0dc936",0,3,0.00,9.7
"School Profiles (/schools/*)","/schools/langham-creek-high-school-houston-9fc68f84",0,3,0.00,15.3
"School Profiles (/schools/*)","/schools/le-chic-beauty-academy-katy-fb288a03",0,3,0.00,9.0
"School Profiles (/schools/*)","/schools/league-city-medical-assistant-school-south-shore-league-city-b9c5737f",0,3,0.00,9.3
"School Profiles (/schools/*)","/schools/lee-high-school-baytown-dad4b90c",0,3,0.00,7.0
"School Profiles (/schools/*)","/schools/legendz-barber-academy-grand-prairie-0ac40637",0,3,0.00,11.0
"School Profiles (/schools/*)","/schools/lexies-lash-and-beauty-academy-llc-saginaw-c07a097d",0,3,0.00,6.3
"School Profiles (/schools/*)","/schools/marmel-beauty-academy-los-angeles-0a73c145",0,3,0.00,10.0
"School Profiles (/schools/*)","/schools/michael-vincent-academy-los-angeles-a0b61f76",0,3,0.00,9.0
"School Profiles (/schools/*)","/schools/modern-barber-college-the-woodlands-da76ea70",0,3,0.00,8.0
"School Profiles (/schools/*)","/schools/modern-image-institute-barber-stylist-richardson-dallas-53b82508",0,3,0.00,25.7
"School Profiles (/schools/*)","/schools/momentum-beauty-academy-fort-worth-48a77eb3",0,3,0.00,6.0
"School Profiles (/schools/*)","/schools/natural-images-beauty-college-pearland-1c46f87a",0,3,0.00,33.3
"School Profiles (/schools/*)","/schools/navii-esthetics-amarillo-74bad7f2",0,3,0.00,14.0
"School Profiles (/schools/*)","/schools/next-generation-barber-academy-llc-waco-7f45d5b4",0,3,0.00,8.7
"School Profiles (/schools/*)","/schools/orange-academy-of-beauty-orange-0f77eb7a",0,3,0.00,5.0
"School Profiles (/schools/*)","/schools/pro-fades-barber-academy-dallas-c2bdee72",0,3,0.00,6.0
"School Profiles (/schools/*)","/schools/quality-barber-college-houston-2f31a0fc",0,3,0.00,7.0
"School Profiles (/schools/*)","/schools/querageous-barber-school-houston-668dd976",0,3,0.00,8.0
"School Profiles (/schools/*)","/schools/r-s-institute-tx-06d8f51f",0,3,0.00,7.3
"School Profiles (/schools/*)","/schools/riverside-trade-and-industry-houston-6b90929f",0,3,0.00,14.3
"School Profiles (/schools/*)","/schools/robstown-high-school-robstown-16d7284d",0,3,0.00,9.0
"School Profiles (/schools/*)","/schools/rusk-high-school-rusk-194d81d2",0,3,0.00,8.3
"School Profiles (/schools/*)","/schools/sebring-career-schools-houston-houston-ef43474a",0,3,0.00,4.7
"School Profiles (/schools/*)","/schools/shears-of-steele-jensen-beach-0196668c",0,3,0.00,10.3
"School Profiles (/schools/*)","/schools/shelby-college-center-center-5e93d394",0,3,0.00,6.0
"School Profiles (/schools/*)","/schools/southwest-high-school-san-antonio-572a1b2e",0,3,0.00,34.3
"School Profiles (/schools/*)","/schools/temple-high-school-temple-e97f80ee",0,3,0.00,8.0
"School Profiles (/schools/*)","/schools/texan-s-barber-school-lufkin-b405bcc5",0,3,0.00,7.3
"School Profiles (/schools/*)","/schools/trimble-tech-high-school-fort-worth-d092d4e1",0,3,0.00,7.3
"School Profiles (/schools/*)","/schools/visionz-barber-mesa-bb0edf04",0,3,0.00,7.0
"School Profiles (/schools/*)","/schools/vogue-international-careers-port-arthur-239ab584",0,3,0.00,8.0
"School Profiles (/schools/*)","/schools/wharton-county-junior-college-richmond-0e6de254",0,3,0.00,8.3
"School Profiles (/schools/*)","/schools/wharton-county-tx-0f71dca1",0,3,0.00,7.0
"School Profiles (/schools/*)","/schools/women-s-empowerment-center-houston-1aa297c5",0,3,0.00,19.3
"School Profiles (/schools/*)","/schools/lmb-lash-academy-llc-fort-worth-3d9c4035",1,2,50.00,10.5
"School Profiles (/schools/*)","/schools/54167a2d-6c3e-4b7f-86d8-ddbdcae70aaf",0,2,0.00,10.0
"School Profiles (/schools/*)","/schools/89-beauty-school-houston-e6df5f0c",0,2,0.00,10.5
"School Profiles (/schools/*)","/schools/aldine-high-school-houston-58833594",0,2,0.00,25.5
"School Profiles (/schools/*)","/schools/andrews-high-school-andrews-55a53074",0,2,0.00,5.0
"School Profiles (/schools/*)","/schools/armstrong-mccall-league-city-3a54e4a6",0,2,0.00,10.0
"School Profiles (/schools/*)","/schools/armstrong-mccall-professional-beauty-supply-sugar-land-c46a6a78",0,2,0.00,9.5
"School Profiles (/schools/*)","/schools/asel-beauty-college-tustin-irvine-d4d3bf7f",0,2,0.00,7.5
"School Profiles (/schools/*)","/schools/bgm-science-of-beauty-university-dallas-64918a2d",0,2,0.00,10.5
"School Profiles (/schools/*)","/schools/boss-lady-beauty-academy-san-antonio-7beddf0b",0,2,0.00,7.0
"School Profiles (/schools/*)","/schools/bridge-city-sr-high-school-bridge-city-30d2da55",0,2,0.00,9.0
"School Profiles (/schools/*)","/schools/cameron-independent-school-district-tx-c53c2c59",0,2,0.00,39.0
"School Profiles (/schools/*)","/schools/car-vel-beauty-school-llc-houston-18543013",0,2,0.00,4.0
"School Profiles (/schools/*)","/schools/career-makers-school-san-antonio-2b93c1ab",0,2,0.00,6.0
"School Profiles (/schools/*)","/schools/cf-barber-academy-llc-austin-2020d563",0,2,0.00,8.5
"School Profiles (/schools/*)","/schools/cosmetica-beauty-and-barbering-academy-los-angeles-9a51b327",0,2,0.00,6.0
"School Profiles (/schools/*)","/schools/curly-q-s-niles-6f0f6c4f",0,2,0.00,6.0
"School Profiles (/schools/*)","/schools/cypress-park-high-school-cypress-16b26f05",0,2,0.00,5.0
"School Profiles (/schools/*)","/schools/cypress-ridge-high-school-houston-b2303271",0,2,0.00,8.5
"School Profiles (/schools/*)","/schools/d-mac-arthur-high-school-san-antonio-57b4e85e",0,2,0.00,15.5
"School Profiles (/schools/*)","/schools/dacs-chavarria-arlington-83b2f736",0,2,0.00,4.5
"School Profiles (/schools/*)","/schools/dallas-skin-institute-austin-campus-patsy-charles-connect-pflugerville-11263b5e",0,2,0.00,8.0
"School Profiles (/schools/*)","/schools/dapper-barber-academy-garland-d5165a3c",0,2,0.00,7.0
"School Profiles (/schools/*)","/schools/db7d1fcf-b324-43d2-bbf2-af4b30136d9f",0,2,0.00,7.5
"School Profiles (/schools/*)","/schools/denise-s-unlimited-salon-inc-corpus-christi-60df90fc",0,2,0.00,3.5
"School Profiles (/schools/*)","/schools/denison-high-school-denison-f1cea529",0,2,0.00,9.5
"School Profiles (/schools/*)","/schools/design-beauty-college-spring-6dfaa30a",0,2,0.00,6.0
"School Profiles (/schools/*)","/schools/divine-beauty-bar-hair-loss-institute-houston-4500b9c4",0,2,0.00,5.0
"School Profiles (/schools/*)","/schools/edgewood-academy-tx-061ec3ca",0,2,0.00,8.5
"School Profiles (/schools/*)","/schools/edvance-academy-school-of-beauty-pasadena-b75c978e",0,2,0.00,10.5
"School Profiles (/schools/*)","/schools/fairfield-high-school-fairfield-9a131805",0,2,0.00,3.5
"School Profiles (/schools/*)","/schools/five-star-elite-fades-barber-college-houston-962f8d1e",0,2,0.00,10.5
"School Profiles (/schools/*)","/schools/glam-spa-life-esthetics-academy-mesquite-86debe9a",0,2,0.00,6.0
"School Profiles (/schools/*)","/schools/hair-restoration-institute-of-dfw-fort-worth-46c37ce4",0,2,0.00,11.0
"School Profiles (/schools/*)","/schools/harlandale-high-school-san-antonio-2009ad67",0,2,0.00,10.0
"School Profiles (/schools/*)","/schools/hereford-high-school-hereford-f33ccf28",0,2,0.00,7.0
"School Profiles (/schools/*)","/schools/hm-consultations-llc-lubbock-8a47b421",0,2,0.00,9.5
"School Profiles (/schools/*)","/schools/jack-c-hays-high-school-buda-37b6c983",0,2,0.00,9.5
"School Profiles (/schools/*)","/schools/klein-collins-high-school-spring-561fda09",0,2,0.00,6.5
"School Profiles (/schools/*)","/schools/la-joya-i-s-d-tx-57ec336c",0,2,0.00,10.0
"School Profiles (/schools/*)","/schools/la-voute-beauty-academy-los-angeles-f69cdaed",0,2,0.00,5.5
"School Profiles (/schools/*)","/schools/lamesa-high-school-lamesa-4b8be5d5",0,2,0.00,10.0
"School Profiles (/schools/*)","/schools/lash-artist-academy-satelier-beauty-fort-worth-0012f499",0,2,0.00,35.5
"School Profiles (/schools/*)","/schools/lashin-out-with-extensions-academy-garland-b5b4f3cf",0,2,0.00,8.5
"School Profiles (/schools/*)","/schools/leander-high-school-leander-5e5eed02",0,2,0.00,7.0
"School Profiles (/schools/*)","/schools/lubbock-cooper-high-lubbock-c333ed22",0,2,0.00,5.5
"School Profiles (/schools/*)","/schools/miller-career-technology-center-katy-4e8ebdd9",0,2,0.00,53.5
"School Profiles (/schools/*)","/schools/mn-empire-llc-center-point-6abe55bc",0,2,0.00,16.0
"School Profiles (/schools/*)","/schools/navarro-high-school-seguin-0182d9a9",0,2,0.00,3.0
"School Profiles (/schools/*)","/schools/new-cagney-high-school-new-caney-aa560c5d",0,2,0.00,8.5
"School Profiles (/schools/*)","/schools/paul-mitchell-the-school-clear-lake-pearland-759e251b",0,2,0.00,6.0
"School Profiles (/schools/*)","/schools/pearland-s-innovative-school-of-beauty-pasadena-093225d9",0,2,0.00,11.5
"School Profiles (/schools/*)","/schools/porter-high-school-porter-2475e345",0,2,0.00,5.0
"School Profiles (/schools/*)","/schools/postquam-austin-pflugerville-22b7d29d",0,2,0.00,5.5
"School Profiles (/schools/*)","/schools/progreso-high-school-progreso-a114e349",0,2,0.00,7.5
"School Profiles (/schools/*)","/schools/red-oak-high-school-red-oak-41dd75d7",0,2,0.00,14.5
"School Profiles (/schools/*)","/schools/rising-aesthetic-institute-llc-spring-cf3f05c6",0,2,0.00,2.5
"School Profiles (/schools/*)","/schools/romero-beauty-academy-llc-fort-worth-c94ae382",0,2,0.00,8.0
"School Profiles (/schools/*)","/schools/rzj-enterprises-llc-texas-city-0f02d05e",0,2,0.00,40.0
"School Profiles (/schools/*)","/schools/skin-adore-academy-llc-laredo-30d7ab43",0,2,0.00,5.0
"School Profiles (/schools/*)","/schools/sponsored-college-station-27112777",0,2,0.00,23.5
"School Profiles (/schools/*)","/schools/spring-branch-guthrie-center-houston-d5a9bb2e",0,2,0.00,9.0
"School Profiles (/schools/*)","/schools/texas-aesthetics-academy-pflugerville-91c33cf6",0,2,0.00,8.5
"School Profiles (/schools/*)","/schools/texas-college-of-cosmetology-abilene-73253394",0,2,0.00,12.0
"School Profiles (/schools/*)","/schools/the-facial-wellness-society-conroe-bae60e56",0,2,0.00,11.0
"School Profiles (/schools/*)","/schools/total-transformation-institute-of-cosmetology-san-marcos-9c9d4094",0,2,0.00,12.0
"School Profiles (/schools/*)","/schools/trooth-men-s-grooming-lounge-sugar-land-a45c1d0b",0,2,0.00,9.5
"School Profiles (/schools/*)","/schools/universal-barbering-of-houston-the-woodlands-f1e87479",0,2,0.00,17.5
"School Profiles (/schools/*)","/schools/universal-college-of-beauty-los-angeles-1a2aa68b",0,2,0.00,5.5
"School Profiles (/schools/*)","/schools/vip-kings-barber-college-fort-worth-e6f38e28",0,2,0.00,25.5
"School Profiles (/schools/*)","/schools/west-orange-stark-high-school-west-orange-d0349fa0",0,2,0.00,4.5
"School Profiles (/schools/*)","/schools/willis-high-school-cosmetology-center-willis-b99f87a1",0,2,0.00,7.5
"School Profiles (/schools/*)","/schools/mountain-view-high-school-el-paso-48236b7e",1,1,100.00,3.0
"Insight Articles (/insights/*)","/insights/abc-fitness-sovereign-intelligence-audit",0,1,0.00,34.0
"Insight Articles (/insights/*)","/insights/autonomous-concierge-roi-analysis",0,1,0.00,7.0
"School Asset Pages (exam/license/tools)","/program-advisory-committee-kit",0,1,0.00,6.0
"School Profiles (/schools/*)","/schools/01f72c2e-b14a-448e-a7a3-694c1b89f097",0,1,0.00,2.0
"School Profiles (/schools/*)","/schools/1-nail-academy-garland-8555bdb8",0,1,0.00,11.0
"School Profiles (/schools/*)","/schools/18543013-3a2f-4180-8d20-6294a4a8c45d",0,1,0.00,4.0
"School Profiles (/schools/*)","/schools/1st-academy-of-beauty-los-angeles-38e73d80",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/360-degrees-beauty-academy-1-houston-1f83fa20",0,1,0.00,6.0
"School Profiles (/schools/*)","/schools/a91df9f1-73b0-43a1-9c8a-7c1166df7a03",0,1,0.00,5.0
"School Profiles (/schools/*)","/schools/aaa-beauty-college-san-diego-5d6e39a6",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/allgood-beauty-institute-frisco-ae4f81d9",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/alva-beauty-collective-chula-vista-16f531bb",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/american-beauty-academy-los-angeles-bcfec6d7",0,1,0.00,12.0
"School Profiles (/schools/*)","/schools/aml-academy-makeup-hair-glendale-dbcfb24c",0,1,0.00,10.0
"School Profiles (/schools/*)","/schools/angleton-independent-school-district-tx-58341626",0,1,0.00,8.0
"School Profiles (/schools/*)","/schools/associated-barber-college-san-diego-63f02c78",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/b-t-washington-high-school-houston-f7594717",0,1,0.00,3.0
"School Profiles (/schools/*)","/schools/bamboo-advance-beauty-college-san-francisco-694ab0dc",0,1,0.00,8.0
"School Profiles (/schools/*)","/schools/barber-life-academy-humble-f36f64ad",0,1,0.00,6.0
"School Profiles (/schools/*)","/schools/berkner-high-school-richardson-a694b932",0,1,0.00,2.0
"School Profiles (/schools/*)","/schools/birdville-center-of-technology-north-richland-hills-ca2c90f3",0,1,0.00,21.0
"School Profiles (/schools/*)","/schools/bk-cosmo-college-of-cosmetology-kerrville-53f23098",0,1,0.00,4.0
"School Profiles (/schools/*)","/schools/blessed-hands-barber-cosmetology-college-corpus-christi-187008ee",0,1,0.00,12.0
"School Profiles (/schools/*)","/schools/blueprint-barbershop-sugar-land-2b0a648e",0,1,0.00,11.0
"School Profiles (/schools/*)","/schools/borner-s-barber-college-pasadena-glendale-6eac2c3e",0,1,0.00,10.0
"School Profiles (/schools/*)","/schools/boss-beauty-makeup-academy-dallas-37d94482",0,1,0.00,27.0
"School Profiles (/schools/*)","/schools/burbank-high-school-san-antonio-17cae3c5",0,1,0.00,11.0
"School Profiles (/schools/*)","/schools/burleson-high-school-burleson-8f92318f",0,1,0.00,8.0
"School Profiles (/schools/*)","/schools/california-hair-design-academy-san-diego-8d7507b3",0,1,0.00,10.0
"School Profiles (/schools/*)","/schools/career-center-east-lewisville-002d61e7",0,1,0.00,39.0
"School Profiles (/schools/*)","/schools/cinema-makeup-school-los-angeles-92d2bafe",0,1,0.00,4.0
"School Profiles (/schools/*)","/schools/cosmetica-latina-edu-inc-long-beach-06a23d99",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/cpr-certification-labs-round-rock-pflugerville-pflugerville-6718abdc",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/crossroads-barber-academy-victoria-5635c057",0,1,0.00,10.0
"School Profiles (/schools/*)","/schools/cypress-ranch-high-school-cypress-49b30b03",0,1,0.00,6.0
"School Profiles (/schools/*)","/schools/dacs-academy-austin-61fbf580",0,1,0.00,8.0
