license_type,match_confidence,school_type,source_school_name,source_city,pass_count,fail_count,test_takers,pass_rate,program_path
"esthetics","unmatched","","JAMA'S BEAUTY & BARBER COLLEGE","WEST HILLS",4,1,5,0.8,school
"esthetics","exact","cosmetology","JASMINE BEAUTY SCHOOL","SAN DIEGO",6,1,7,0.8571,school
"esthetics","unmatched","","JD ACADEMY OF SALON AND SPA","DANVILLE",7,2,9,0.7778,school
"esthetics","unmatched","","JLC BEAUTY SCHOOL","CITY OF INDUSTRY",2,0,2,1,school
"esthetics","unmatched","","KATIE SKILLS CENTER","OAKLAND",2,0,2,1,school
"esthetics","unmatched","","KC BEAUTY ACADEMY","LOS ANGELES",3,1,4,0.75,school
"esthetics","unmatched","","KZ ACADEMY","MILPITAS",9,6,15,0.6,school
"esthetics","unmatched","","LANCASTER BEAUTY SCHOOL","LANCASTER",2,2,4,0.5,school
"esthetics","unmatched","","LAWRENCE & COMPANY COLLEGE OF COSMETOLOG","SELMA",1,0,1,1,school
"esthetics","unmatched","","LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY","HANFORD",4,1,5,0.8,school
"esthetics","exact","cosmetology","LOS ANGELES COLLEGE OF AESTHETICS","LOS ANGELES",3,3,6,0.5,school
"esthetics","unmatched","","LOS ANGELES TRADE TECHNICAL COLLEGE","LOS ANGELES",7,5,12,0.5833,school
"esthetics","unmatched","","LU ROSS ACADEMY","VENTURA",14,4,18,0.7778,school
"esthetics","unmatched","","LYLE'S COLLEGE OF BEAUTY","FRESNO",2,1,3,0.6667,school
"esthetics","unmatched","","LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE, I","SANTA ROSA",6,1,7,0.8571,school
"esthetics","unmatched","","MARINELLO SCHOOL OF BEAUTY","MURRIETA",1,0,1,1,school
"esthetics","unmatched","","MILAN INSTITUTE","BAKERSFIELD",8,3,11,0.7273,school
"esthetics","unmatched","","MILAN INSTITUTE","CLOVIS",20,8,28,0.7143,school
"esthetics","unmatched","","MILAN INSTITUTE","MERCED",3,4,7,0.4286,school
"esthetics","unmatched","","MILAN INSTITUTE","PALM DESERT",7,3,10,0.7,school
"esthetics","unmatched","","MILAN INSTITUTE","VISALIA",9,4,13,0.6923,school
"esthetics","unmatched","","MILAN INSTITUTE OF COSMETOLOGY","VACAVILLE",7,6,13,0.5385,school
"esthetics","exact","cosmetology","MIXED INSTITUTE OF COSMETOLOGY & BARBER","SACRAMENTO",3,2,5,0.6,school
"esthetics","unmatched","","MJ BARBER & BEAUTY ACADEMY","HEMET",4,1,5,0.8,school
"esthetics","exact","barber","MOLER BARBER COLLEGE","OAKLAND",1,0,1,1,school
"esthetics","unmatched","","MOLER BARBER COLLEGE","SAN PABLO",3,0,3,1,school
"esthetics","unmatched","","MOLER COSMETOLOGY COLLEGE, A DIVISION OF","HAYWARD",4,1,5,0.8,school
"esthetics","unmatched","","MONARCH BEAUTY ACADEMY","VALENCIA",2,0,2,1,school
"esthetics","exact","cosmetology","MY-LE'S BEAUTY COLLEGE","SACRAMENTO",5,1,6,0.8333,school
"esthetics","unmatched","","NAPA COSMETOLOGY COLLECTIVE LLC","NAPA",4,0,4,1,school
"esthetics","unmatched","","NATIONAL COSMETOLOGY BEAUTY SCHOOL","OAKLAND",3,1,4,0.75,school
"esthetics","exact","cosmetology","NEIHULE ACADEMY OF BEAUTY","LOS ANGELES",3,1,4,0.75,school
"esthetics","unmatched","","NEWBERRY SCHOOL OF BEAUTY","GRANADA HILLS",10,4,14,0.7143,school
"esthetics","unmatched","","NORTH ADRIAN'S COLLEGE OF BEAUTY","MODESTO",2,0,2,1,school
"esthetics","unmatched","","PACIFIC STYLING COLLEGE","SANTA ANA",2,0,2,1,school
"esthetics","unmatched","","PALOMAR INSTITUTE OF COSMETOLOGY","SAN MARCOS",14,4,18,0.7778,school
"esthetics","unmatched","","PARIS BEAUTY COLLEGE","CONCORD",7,0,7,1,school
"esthetics","unmatched","","PAUL MITCHELL THE SCHOOL COSTA MESA","COSTA MESA",23,1,24,0.9583,school
"esthetics","unmatched","","PAUL MITCHELL THE SCHOOL EAST BAY","PLEASANT HILL",5,2,7,0.7143,school
"esthetics","exact","cosmetology","PAUL MITCHELL THE SCHOOL MODESTO","MODESTO",29,3,32,0.9063,school
"esthetics","unmatched","","PAUL MITCHELL THE SCHOOL PASADENA","PASADENA",8,2,10,0.8,school
"esthetics","exact","cosmetology","PAUL MITCHELL THE SCHOOL SACRAMENTO","SACRAMENTO",14,3,17,0.8235,school
"esthetics","exact","cosmetology","PAUL MITCHELL THE SCHOOL SAN DIEGO","SAN DIEGO",13,2,15,0.8667,school
"esthetics","unmatched","","PAUL MITCHELL THE SCHOOL SHERMAN OAKS","SHERMAN OAKS",12,3,15,0.8,school
"esthetics","unmatched","","PAUL MITCHELL THE SCHOOL TEMECULA","TEMECULA",27,3,30,0.9,school
"esthetics","unmatched","","PROFESSIONAL SCHOOLS OF BEAUTY, FASHION","RESEDA",3,2,5,0.6,school
"esthetics","unmatched","","REDONDO BEACH BEAUTY COLLEGE","TORRANCE",1,0,1,1,school
"esthetics","unmatched","","RIVERSIDE COMMUNITY COLLEGE - COSMETOLOG","RIVERSIDE",3,0,3,1,school
"esthetics","unmatched","","ROSEMEAD BEAUTY SCHOOL","ROSEMEAD",9,0,9,1,school
"esthetics","unmatched","","ROSEMEAD BEAUTY SCHOOL","ROSEMEAD",1,0,1,1,school
"esthetics","unmatched","","RTC COLLEGE","JURUPA VALLEY",0,4,4,0,school
"esthetics","unmatched","","SABA BEAUTY SCHOOL","LAKE FOREST",4,3,7,0.5714,school
"esthetics","unmatched","","SADDLEBACK BEAUTY ACADEMY","LAGUNA HILLS",23,2,25,0.92,school
"esthetics","unmatched","","SALON PROFESSIONAL ACADEMY SAN JOSE","SAN JOSE",7,2,9,0.7778,school
"esthetics","unmatched","","SALON SUCCESS ACADEMY","CORONA",17,3,20,0.85,school
"esthetics","unmatched","","SALON SUCCESS ACADEMY","REDLANDS",14,1,15,0.9333,school
"esthetics","unmatched","","SALON SUCCESS ACADEMY","UPLAND",15,3,18,0.8333,school
"esthetics","unmatched","","SALON SUCCESS ACADEMY","WEST COVINA",3,1,4,0.75,school
"esthetics","unmatched","","SAN BERNARDINO BEAUTY COLLEGE","SAN BERNARDINO",5,5,10,0.5,school
"esthetics","unmatched","","SAN DIEGO CITY COLLEGE, COSMETOLOGY DEPA","SAN DIEGO",8,1,9,0.8889,school
"esthetics","unmatched","","SAN FRANCISCO INSTITUTE OF ESTHETICS & C","SAN FRANCISCO",7,2,9,0.7778,school
"esthetics","unmatched","","SAN JOSE CITY COLLEGE","SAN JOSE",14,3,17,0.8235,school
"esthetics","unmatched","","SANTA ANA BEAUTY ACADEMY","SANTA ANA",8,0,8,1,school
"esthetics","unmatched","","SANTA ANA BEAUTY COLLEGE","SANTA ANA",4,5,9,0.4444,school
"esthetics","unmatched","","SANTA BARBARA CITY COLLEGE COSMETOLOGY A","SANTA BARBARA",12,1,13,0.9231,school
"esthetics","unmatched","","SANTA CLARA BEAUTY COLLEGE","SANTA CLARA",1,0,1,1,school
"esthetics","unmatched","","SANTA MONICA COMMUNITY COLLEGE","SANTA MONICA",11,3,14,0.7857,school
"esthetics","unmatched","","SAVVY BEAUTY ACADEMY","INGLEWOOD",10,2,12,0.8333,school
"esthetics","unmatched","","SHASTA SCHOOL OF COSMETOLOGY","REDDING",6,1,7,0.8571,school
"esthetics","unmatched","","SIERRA COLLEGE OF BEAUTY","MERCED",0,1,1,0,school
"esthetics","unmatched","","SIERRA COLLEGE OF BEAUTY","MERCED",1,3,4,0.25,school
"esthetics","unmatched","","SIMI INSTITUTE OF COSMETOLOGY","SIMI VALLEY",8,3,11,0.7273,school
"esthetics","unmatched","","SIMPLY DIVINE ACADEMY","MONROVIA",2,0,2,1,school
"esthetics","unmatched","","SIMPLY DIVINE ACADEMY","YUBA CITY",7,1,8,0.875,school
"esthetics","unmatched","","SKYLINE COMMUNITY COLLEGE, COSMOTOLOGY D","SAN BRUNO",6,1,7,0.8571,school
"esthetics","unmatched","","SOUTHERN CALIFORNIA COLLEGE OF BARBER AN","ESCONDIDO",2,0,2,1,school
"esthetics","unmatched","","STRAIGHT PERM BEAUTY SCHOOL.COM","LOS ANGELES",0,1,1,0,school
"esthetics","unmatched","","TEMPLE CITY BEAUTY COLLEGE","TEMPLE CITY",3,1,4,0.75,school
"esthetics","unmatched","","THANH LE COLLEGE, SCHOOL OF COSMETOLOGY","GARDEN GROVE",1,0,1,1,school
"esthetics","unmatched","","TOPLINE BEAUTY COLLEGE","SANTA ANA",3,0,3,1,school
"esthetics","exact","cosmetology","UNIVERSAL COLLEGE OF BEAUTY, INC.","LOS ANGELES",1,0,1,1,school
"esthetics","unmatched","","VICTOR VALLEY COLLEGE","VICTORVILLE",12,0,12,1,school
"esthetics","unmatched","","VICTORY CAREER COLLEGE","CARSON",2,0,2,1,school
"esthetics","unmatched","","VR PROFESSIONAL BEAUTY ACADEMY","CITY OF INDUSTRY",7,4,11,0.6364,school
"esthetics","exact","cosmetology","WAYNE'S COLLEGE OF BEAUTY","SALINAS",4,0,4,1,school
"esthetics","unmatched","","WEST VALLEY OCCUPATIONAL CENTER","WOODLAND HILLS",11,2,13,0.8462,school
"esthetics","exact","cosmetology","ZMS THE ACADEMY","LOS ANGELES",3,1,4,0.75,school
"esthetics","unmatched","","ADVANCE BEAUTY COLLEGE","GARDEN GROVE",1,0,1,1,school
"esthetics","unmatched","","CALIFORNIA BEAUTY ACADEMY","ORANGE",3,0,3,1,school
"esthetics","unmatched","","DANCKUTS INSTITUTE OF HAIR","LAGUNA HILLS",2,0,2,1,school
"esthetics","unmatched","","DIVA BEAUTY SCHOOL","SAN JOSE",0,1,1,0,school
"esthetics","unmatched","","MILAN INSTITUTE OF COSMETOLOGY","VACAVILLE",1,0,1,1,school
"esthetics","unmatched","","RTC COLLEGE","JURUPA VALLEY",1,0,1,1,school
"esthetics","unmatched","","1ST ACADEMY OF BEAUTY","ROSEMEAD",22,4,26,0.8462,school
"esthetics","exact","cosmetology","AAA BEAUTY COLLEGE","SAN DIEGO",57,12,69,0.8261,school
"esthetics","unmatched","","ABRAM FRIEDMAN OCCUPATIONAL CENTER, LOS","LOS ANGELES",4,2,6,0.6667,school
"esthetics","unmatched","","ADRIAN'S BEAUTY COLLEGE OF TRACY","TRACY",1,0,1,1,school
"esthetics","unmatched","","ADVANCE BEAUTY COLLEGE","GARDEN GROVE",34,6,40,0.85,school
"esthetics","unmatched","","ADVANCE BEAUTY TECHS ACADEMY","CORONA",1,1,2,0.5,school
"esthetics","unmatched","","ALVA BEAUTY COLLECTIVE","LEMON GROVE",4,3,7,0.5714,school
"esthetics","unmatched","","AMERICAN BEAUTY ACADEMY","BRAWLEY",4,1,5,0.8,school
"esthetics","unmatched","","AMERICAN BEAUTY ACADEMY","PANORAMA CITY",7,9,16,0.4375,school
"esthetics","unmatched","","AMERICAN BEAUTY COLLEGE","PALMDALE",7,1,8,0.875,school
"esthetics","exact","cosmetology","AMERICAN BEAUTY INSTITUTE","SAN DIEGO",0,1,1,0,school
"esthetics","unmatched","","AMERICAN EMPIRE COLLEGE","ROSEMEAD",2,1,3,0.6667,school
"esthetics","unmatched","","AMY BEAUTY SCHOOL","CORONA",12,3,15,0.8,school
"esthetics","unmatched","","ASEL BEAUTY COLLEGE","GARDEN GROVE",0,1,1,0,school
"esthetics","unmatched","","ASIAN-AMERICAN INTERNATIONAL BEAUTY COLL","WESTMINSTER",39,19,58,0.6724,school
"esthetics","unmatched","","BAMBOO ADVANCE BEAUTY COLLEGE","SAN LEANDRO",5,2,7,0.7143,school
"esthetics","unmatched","","BELLFLOWER BEAUTY COLLEGE OF LAKEWOOD","LAKEWOOD",1,0,1,1,school
"esthetics","unmatched","","BELLUS ACADEMY","CHULA VISTA",16,1,17,0.9412,school
"esthetics","unmatched","","BELLUS ACADEMY","EL CAJON",1,0,1,1,school
"esthetics","unmatched","","BELLUS ACADEMY","POWAY",8,2,10,0.8,school
"manicuring","unmatched","","BEYOND 21ST CENTURY BEAUTY ACADEMY","SANTA FE SPRINGS",8,4,12,0.6667,school
"manicuring","unmatched","","BRIDGES BEAUTY COLLEGE","VICTORVILLE",1,0,1,1,school
"manicuring","unmatched","","CALIFORNIA BEAUTY ACADEMY","ORANGE",7,2,9,0.7778,school
"manicuring","exact","cosmetology","CALIFORNIA BEAUTY COLLEGE","MODESTO",5,1,6,0.8333,school
"manicuring","exact","cosmetology","CALIFORNIA BEAUTY COLLEGE","SAN DIEGO",1,1,2,0.5,school
"manicuring","unmatched","","CALIFORNIA COLLEGE OF BARBERING AND COSM","STOCKTON",6,1,7,0.8571,school
"manicuring","unmatched","","CEN BEAUTY ACADEMY","RIVERSIDE",3,1,4,0.75,school
"manicuring","unmatched","","CITRUS HEIGHTS BEAUTY COLLEGE","CITRUS HEIGHTS",7,1,8,0.875,school
"manicuring","unmatched","","COASTLINE BEAUTY COLLEGE","FOUNTAIN VALLEY",12,3,15,0.8,school
"manicuring","unmatched","","COASTLINE BEAUTY COLLEGE","GARDEN GROVE",3,0,3,1,school
"manicuring","unmatched","","COASTLINE BEAUTY COLLEGE","HEMET",7,1,8,0.875,school
"manicuring","unmatched","","COSMETICA BEAUTY AND BARBERING ACADEMY","DOWNEY",1,1,2,0.5,school
"manicuring","unmatched","","COSMO BEAUTY COLLEGE","GARDEN GROVE",13,1,14,0.9286,school
"manicuring","unmatched","","COSMOTEK COLLEGE","HAYWARD",12,5,17,0.7059,school
"manicuring","unmatched","","COSMOTEK COLLEGE","SAN JOSE",15,14,29,0.5172,school
"manicuring","unmatched","","DIAMOND BEAUTY COLLEGE","SOUTH EL MONTE",8,1,9,0.8889,school
"manicuring","unmatched","","DIVA BEAUTY SCHOOL","SAN JOSE",27,11,38,0.7105,school
"manicuring","unmatched","","ESTES INSTITUTE OF COSMETOLOGY ARTS & SC","VISALIA",1,1,2,0.5,school
"manicuring","exact","cosmetology","FEDERICO BEAUTY INSTITUTE","SACRAMENTO",11,1,12,0.9167,school
"manicuring","unmatched","","FREMONT BEAUTY COLLEGE","FREMONT",4,2,6,0.6667,school
"manicuring","unmatched","","GEORGIKOT ACADEMY USA","WOODLAND HILLS",3,0,3,1,school
"manicuring","exact","cosmetology","GET FADED BARBER AND BEAUTY COLLEGE","BAKERSFIELD",1,0,1,1,school
"manicuring","unmatched","","GLAMHOUSE BEAUTY ACADEMY","LOS ANGELES",1,0,1,1,school
"manicuring","unmatched","","HACIENDA LA PUENTE ADULT EDUCATION, COSM","LA PUENTE",6,1,7,0.8571,school
"manicuring","unmatched","","HESPERIA ALTERNATIVE EDUCATION CENTER, C","HESPERIA",3,0,3,1,school
"manicuring","unmatched","","HILLTOP BEAUTY SCHOOL","DALY CITY",6,6,12,0.5,school
"manicuring","fuzzy","cosmetology","INSPIRE ACADEMY OF BARBERING AND COSMETO","STOCKTON",3,2,5,0.6,school
"manicuring","unmatched","","INSTITUTE OF BEAUTY CULTURE","SANTA MARIA",1,0,1,1,school
"manicuring","unmatched","","INTERNATIONAL ACADEMY OF COSMETOLOGY","ALHAMBRA",1,0,1,1,school
"manicuring","exact","cosmetology","INTERNATIONAL BEAUTY COLLEGE","SAN FRANCISCO",1,1,2,0.5,school
"manicuring","unmatched","","INTERNATIONAL COLLEGE OF BEAUTY, ARTS &","LOS ANGELES",1,0,1,1,school
"manicuring","unmatched","","INTERNATIONAL SCHOOL OF BEAUTY","PALM DESERT",4,1,5,0.8,school
"manicuring","unmatched","","JADE BEAUTY AND BARBER COLLEGE","SAN JOSE",9,1,10,0.9,school
"manicuring","exact","cosmetology","JASMINE BEAUTY SCHOOL","SAN DIEGO",28,7,35,0.8,school
"manicuring","unmatched","","JLC BEAUTY SCHOOL","CITY OF INDUSTRY",8,0,8,1,school
"manicuring","unmatched","","KATIE SKILLS CENTER","OAKLAND",31,7,38,0.8158,school
"manicuring","unmatched","","KZ ACADEMY","MILPITAS",4,0,4,1,school
"manicuring","unmatched","","LANCASTER BEAUTY SCHOOL","LANCASTER",2,1,3,0.6667,school
"manicuring","unmatched","","LAWRENCE & COMPANY COLLEGE OF COSMETOLOG","HANFORD",6,0,6,1,school
"manicuring","unmatched","","LAWRENCE & COMPANY COLLEGE OF COSMETOLOG","SELMA",0,1,1,0,school
"manicuring","unmatched","","LC BEAUTY COLLEGE","UPLAND",1,0,1,1,school
"manicuring","fuzzy","barber","LETTY'S BARBERING AND COSMETOLOGY COLLEG","LOS ANGELES",2,0,2,1,school
"manicuring","exact","cosmetology","LOS ANGELES COLLEGE OF AESTHETICS","LOS ANGELES",11,2,13,0.8462,school
"manicuring","unmatched","","LU ROSS ACADEMY","VENTURA",4,0,4,1,school
"manicuring","unmatched","","LYLE'S COLLEGE OF BEAUTY","BAKERSFIELD",9,1,10,0.9,school
"manicuring","unmatched","","LYLE'S COLLEGE OF BEAUTY","FRESNO",4,1,5,0.8,school
"manicuring","unmatched","","MAIQUELA'S COSMETOLOGY ACADEMY","SOUTH GATE",0,1,1,0,school
"manicuring","unmatched","","MAIQUELA'S COSMETOLOGY ACADEMY","UPLAND",1,2,3,0.3333,school
"manicuring","unmatched","","MAIQUELA'S COSMETOLOGY ACADEMY","WHITTIER",3,2,5,0.6,school
"manicuring","unmatched","","MILAN INSTITUTE","BAKERSFIELD",11,1,12,0.9167,school
"manicuring","unmatched","","MILAN INSTITUTE","CLOVIS",17,4,21,0.8095,school
"manicuring","unmatched","","MILAN INSTITUTE","MERCED",5,3,8,0.625,school
"manicuring","unmatched","","MILAN INSTITUTE","PALM DESERT",5,1,6,0.8333,school
"manicuring","unmatched","","MILAN INSTITUTE","VISALIA",11,3,14,0.7857,school
"manicuring","unmatched","","MILAN INSTITUTE OF COSMETOLOGY","VACAVILLE",6,0,6,1,school
"manicuring","exact","cosmetology","MIXED INSTITUTE OF COSMETOLOGY & BARBER","SACRAMENTO",1,0,1,1,school
"manicuring","unmatched","","MONARCH BEAUTY ACADEMY","VALENCIA",8,0,8,1,school
"manicuring","exact","cosmetology","MY-LE'S BEAUTY COLLEGE","SACRAMENTO",21,3,24,0.875,school
"manicuring","unmatched","","NAPA COSMETOLOGY COLLECTIVE LLC","NAPA",2,0,2,1,school
"manicuring","unmatched","","NATIONAL COSMETOLOGY BEAUTY SCHOOL","OAKLAND",22,18,40,0.55,school
"manicuring","exact","cosmetology","NEIHULE ACADEMY OF BEAUTY","LOS ANGELES",18,1,19,0.9474,school
"manicuring","unmatched","","NEWBERRY SCHOOL OF BEAUTY","GRANADA HILLS",5,0,5,1,school
"manicuring","unmatched","","NORTH ADRIAN'S COLLEGE OF BEAUTY","MODESTO",3,0,3,1,school
"manicuring","unmatched","","PALOMAR INSTITUTE OF COSMETOLOGY","SAN MARCOS",12,4,16,0.75,school
"manicuring","unmatched","","PARIS BEAUTY COLLEGE","CONCORD",8,0,8,1,school
"manicuring","exact","cosmetology","PAUL MITCHELL THE SCHOOL MODESTO","MODESTO",4,2,6,0.6667,school
"manicuring","unmatched","","PROFESSIONAL SCHOOLS OF BEAUTY, FASHION","RESEDA",0,1,1,0,school
"manicuring","unmatched","","REDONDO BEACH BEAUTY COLLEGE","TORRANCE",10,3,13,0.7692,school
"manicuring","unmatched","","ROSEMEAD BEAUTY SCHOOL","ROSEMEAD",13,2,15,0.8667,school
"manicuring","unmatched","","ROSEMEAD BEAUTY SCHOOL","ROSEMEAD",2,0,2,1,school
"manicuring","unmatched","","RTC COLLEGE","JURUPA VALLEY",4,2,6,0.6667,school
"manicuring","unmatched","","SABA BEAUTY SCHOOL","LAKE FOREST",6,0,6,1,school
"manicuring","unmatched","","SACRAMENTO CITY COLLEGE, COSMETOLOGY DEP","SACRAMENTO",1,0,1,1,school
"manicuring","unmatched","","SADDLEBACK BEAUTY ACADEMY","LAGUNA HILLS",6,1,7,0.8571,school
"manicuring","unmatched","","SALON SUCCESS ACADEMY","REDLANDS",1,0,1,1,school
"manicuring","exact","cosmetology","SALON SUCCESS ACADEMY","RIVERSIDE",7,2,9,0.7778,school
"manicuring","unmatched","","SALON SUCCESS ACADEMY","UPLAND",6,0,6,1,school
"manicuring","unmatched","","SALON SUCCESS ACADEMY","WEST COVINA",1,0,1,1,school
"manicuring","unmatched","","SAN BERNARDINO BEAUTY COLLEGE","SAN BERNARDINO",4,3,7,0.5714,school
"manicuring","unmatched","","SAN DIEGO CITY COLLEGE, COSMETOLOGY DEPA","SAN DIEGO",9,0,9,1,school
"manicuring","unmatched","","SAN FRANCISCO INSTITUTE OF ESTHETICS & C","SAN FRANCISCO",5,0,5,1,school
"manicuring","unmatched","","SANTA ANA BEAUTY COLLEGE","SANTA ANA",18,3,21,0.8571,school
"manicuring","unmatched","","SANTA CLARA BEAUTY COLLEGE","SANTA CLARA",1,0,1,1,school
"manicuring","unmatched","","SANTA MONICA COMMUNITY COLLEGE","SANTA MONICA",1,0,1,1,school
"manicuring","unmatched","","SAVVY BEAUTY ACADEMY","INGLEWOOD",3,1,4,0.75,school
"manicuring","unmatched","","SHASTA SCHOOL OF COSMETOLOGY","REDDING",5,2,7,0.7143,school
"manicuring","unmatched","","SIERRA COLLEGE OF BEAUTY","MERCED",1,0,1,1,school
"manicuring","unmatched","","SIMI INSTITUTE OF COSMETOLOGY","SIMI VALLEY",7,4,11,0.6364,school
"manicuring","unmatched","","SIMPLY DIVINE ACADEMY","YUBA CITY",1,1,2,0.5,school
"manicuring","unmatched","","SOLANO COMMUNITY COLLEGE, COSMETOLOGY DE","FAIRFIELD",5,0,5,1,school
"manicuring","unmatched","","STRAIGHT PERM BEAUTY SCHOOL.COM","LOS ANGELES",3,1,4,0.75,school
"manicuring","unmatched","","THANH LE COLLEGE, SCHOOL OF COSMETOLOGY","GARDEN GROVE",5,3,8,0.625,school
"manicuring","unmatched","","TOPLINE BEAUTY COLLEGE","SANTA ANA",7,4,11,0.6364,school
"manicuring","unmatched","","VICTOR VALLEY COLLEGE","VICTORVILLE",11,3,14,0.7857,school
"manicuring","unmatched","","VICTORY CAREER COLLEGE","CARSON",2,0,2,1,school
"manicuring","unmatched","","VR PROFESSIONAL BEAUTY ACADEMY","CITY OF INDUSTRY",9,3,12,0.75,school
"manicuring","exact","cosmetology","WAYNE'S COLLEGE OF BEAUTY","SALINAS",1,0,1,1,school
"manicuring","unmatched","","WEST VALLEY OCCUPATIONAL CENTER","WOODLAND HILLS",12,4,16,0.75,school
"manicuring","exact","cosmetology","ZMS THE ACADEMY","LOS ANGELES",3,0,3,1,school
