page,clicks,impressions,ctr_pct,position
"https://agency.innergcomplete.com/barbers/jazdabarber-tx-51ef7001",0,5,0.00,7.6
"https://agency.innergcomplete.com/barbers/jb-the-barber-tx-ee1570c9",0,11,0.00,13.7
"https://agency.innergcomplete.com/barbers/jc-be-blessing-tx-e812319a",0,2,0.00,5.5
"https://agency.innergcomplete.com/barbers/jc-cuts-studio-dallas-75204-56475e61",0,8,0.00,10.4
"https://agency.innergcomplete.com/barbers/jc-the-barber-tx-5bfa9388",0,5,0.00,4.8
"https://agency.innergcomplete.com/barbers/jcthebarber-tx-b19cec45",0,10,0.00,8.3
"https://agency.innergcomplete.com/barbers/jcutz-tx-4bf17701",0,5,0.00,9.0
"https://agency.innergcomplete.com/barbers/jd-cuts-tx-45a930a9",0,55,0.00,10.0
"https://agency.innergcomplete.com/barbers/jd-muscle-release-barbering-service-tx-cd98b61e",0,5,0.00,7.8
"https://agency.innergcomplete.com/barbers/jeank-barber-tx-c77cf442",0,7,0.00,9.4
"https://agency.innergcomplete.com/barbers/jen-da-clipper-tx-9d7b0594",0,12,0.00,3.0
"https://agency.innergcomplete.com/barbers/jer-z-jays-luxury-barber-suite-cigars-duncanville-75116-2f776e36",0,22,0.00,7.1
"https://agency.innergcomplete.com/barbers/jeremiah-thebarber-tx-c18786e8",0,1,0.00,5.0
"https://agency.innergcomplete.com/barbers/jeremiah-tx-b1886ae6",0,4,0.00,5.0
"https://agency.innergcomplete.com/barbers/jes-s-cutz-houston-77023-d534f6a7",0,23,0.00,10.8
"https://agency.innergcomplete.com/barbers/jessbladez-fadez-tx-3514af0b",0,11,0.00,6.3
"https://agency.innergcomplete.com/barbers/jesse-7o1-tx-7ad1677e",0,1,0.00,10.0
"https://agency.innergcomplete.com/barbers/jesus-barber-tx-100900ce",0,2,0.00,7.5
"https://agency.innergcomplete.com/barbers/jesus-da-barber-dallas-75228-943895da",0,1,0.00,9.0
"https://agency.innergcomplete.com/barbers/jevondabarber-houston-77077-d00ef0da",0,11,0.00,4.6
"https://agency.innergcomplete.com/barbers/jfadedd-houston-77092-17f33ccb",0,9,0.00,7.4
"https://agency.innergcomplete.com/barbers/jgonzo-the-barber-tx-386f5acc",0,6,0.00,7.5
"https://agency.innergcomplete.com/barbers/jhon-cuts-dallas-75204-8a804e8c",0,10,0.00,7.5
"https://agency.innergcomplete.com/barbers/jhonycuts-dallas-75254-dedc8091",0,1,0.00,10.0
"https://agency.innergcomplete.com/barbers/jmajorcutz-dallas-75226-a2a83f11",0,27,0.00,13.4
"https://agency.innergcomplete.com/barbers/joaquincutz-garland-75041-4570874e",0,2,0.00,79.5
"https://agency.innergcomplete.com/barbers/joe-at-choppers-barber-shop-pasadena-77502-45d09654",0,13,0.00,8.2
"https://agency.innergcomplete.com/barbers/joel-barber-houston-77036-6e5c2590",0,5,0.00,8.6
"https://agency.innergcomplete.com/barbers/joelblenz-tx-5d7767a5",0,24,0.00,3.4
"https://agency.innergcomplete.com/barbers/johnny-blvdes-tx-d48443e3",0,3,0.00,7.0
"https://agency.innergcomplete.com/barbers/joimar-barber-shop-tx-29561a61",0,7,0.00,6.4
"https://agency.innergcomplete.com/barbers/jojo-cuts-hair-barber-studio-houston-77092-49ec09ee",0,23,0.00,9.4
"https://agency.innergcomplete.com/barbers/jojo-cutz-tx-560f388d",0,3,0.00,5.3
"https://agency.innergcomplete.com/barbers/jokerbarberx-houston-77036-e01cfe6a",0,17,0.00,9.0
"https://agency.innergcomplete.com/barbers/jons-cuts-tx-107081f5",0,21,0.00,7.1
"https://agency.innergcomplete.com/barbers/jony-rochaaa-houston-77093-fdf3125c",0,4,0.00,9.3
"https://agency.innergcomplete.com/barbers/jorge-barber-shop-tx-d89536ae",0,37,0.00,8.8
"https://agency.innergcomplete.com/barbers/jos-tx-2715b7ab",0,3,0.00,5.3
"https://agency.innergcomplete.com/barbers/jose-amaya-houston-77063-582c4083",0,3,0.00,5.7
"https://agency.innergcomplete.com/barbers/jose-barber-tx-d0b32f48",0,8,0.00,6.9
"https://agency.innergcomplete.com/barbers/jose-chopz-tx-ea93ddf0",0,3,0.00,14.0
"https://agency.innergcomplete.com/barbers/jose-fresh-cut-tx-30dc1798",0,1,0.00,1.0
"https://agency.innergcomplete.com/barbers/jose-irving-75062-c4485d68",0,9,0.00,9.0
"https://agency.innergcomplete.com/barbers/jose-jp-perez-houston-77029-0b079e69",0,13,0.00,6.9
"https://agency.innergcomplete.com/barbers/jose-s-tx-8be9e7a5",0,1,0.00,7.0
"https://agency.innergcomplete.com/barbers/jose-the-barber-tx-2bd687c5",0,8,0.00,6.4
"https://agency.innergcomplete.com/barbers/joseblendz-tx-15fbdf7c",0,5,0.00,18.0
"https://agency.innergcomplete.com/barbers/josselinthestylist-tx-7b66a758",0,2,0.00,28.0
"https://agency.innergcomplete.com/barbers/jovi-tx-84ed71d5",0,1,0.00,8.0
"https://agency.innergcomplete.com/barbers/jr-barber-richardson-75080-443935a8",0,4,0.00,6.5
"https://agency.innergcomplete.com/barbers/jr-the-barber-tx-886e1b53",0,10,0.00,10.5
"https://agency.innergcomplete.com/barbers/jrenaud-barber-tx-a27f6aa3",0,2,0.00,8.0
"https://agency.innergcomplete.com/barbers/jrickytrims-tx-96b04495",0,1,0.00,3.0
"https://agency.innergcomplete.com/barbers/jtbarberverse-joel-tx-18842086",0,2,0.00,48.0
"https://agency.innergcomplete.com/barbers/jthegoldenbarber-tx-a3b4de0e",0,1,0.00,2.0
"https://agency.innergcomplete.com/barbers/ju-the-barber-tx-eac0edd6",0,4,0.00,9.3
"https://agency.innergcomplete.com/barbers/juanblendzzz-tx-80e75828",0,6,0.00,8.5
"https://agency.innergcomplete.com/barbers/juanfadez-tx-987ac3e0",0,14,0.00,16.9
"https://agency.innergcomplete.com/barbers/juann-thebarber-tx-0ef849e1",0,1,0.00,5.0
"https://agency.innergcomplete.com/barbers/jufadedyou-dallas-75212-72438c2d",0,6,0.00,9.5
"https://agency.innergcomplete.com/barbers/julio-barber-tx-a804867c",0,9,0.00,9.1
"https://agency.innergcomplete.com/barbers/junior-barber-houston-77036-4b4ba0c4",0,8,0.00,7.9
"https://agency.innergcomplete.com/barbers/juniorbarber-dallas-75080-0d775d9a",0,8,0.00,7.4
"https://agency.innergcomplete.com/barbers/jus-kutz-luxury-suite-houston-77054-47bd188f",0,10,0.00,9.5
"https://agency.innergcomplete.com/barbers/jv-barbershop-tx-824a7e7c",0,32,0.00,11.5
"https://agency.innergcomplete.com/barbers/jvblendzz-tx-8379b36a",0,10,0.00,8.0
"https://agency.innergcomplete.com/barbers/k-h-royalty-barber-tx-d819c6ee",0,62,0.00,8.6
"https://agency.innergcomplete.com/barbers/k-ng-nate-wallstreetfaded-tx-5a5e5fed",0,1,0.00,6.0
"https://agency.innergcomplete.com/barbers/k3blendz-tx-f0165314",0,5,0.00,4.4
"https://agency.innergcomplete.com/barbers/kam-kutz-tx-3ac362ef",0,33,0.00,8.0
"https://agency.innergcomplete.com/barbers/kam-the-barber-irving-75062-e26d73ea",0,22,0.00,7.5
"https://agency.innergcomplete.com/barbers/kamkutz-tx-0e4f7407",0,4,0.00,8.3
"https://agency.innergcomplete.com/barbers/kanoclips-tx-9fce1070",0,5,0.00,8.6
"https://agency.innergcomplete.com/barbers/karinas-beauty-and-barbershop-tx-00650ca2",0,12,0.00,8.2
"https://agency.innergcomplete.com/barbers/karl-the-barber-dallas-75212-a764be28",0,11,0.00,28.5
"https://agency.innergcomplete.com/barbers/karma-kuttz-tx-1b89a2a5",0,6,0.00,20.8
"https://agency.innergcomplete.com/barbers/kasekuttz-tx-85af3b28",0,4,0.00,7.0
"https://agency.innergcomplete.com/barbers/kash-klipz-tx-30787c3d",0,4,0.00,5.8
"https://agency.innergcomplete.com/barbers/kasperthebarber-tx-496dc614",0,3,0.00,8.0
"https://agency.innergcomplete.com/barbers/kayyg-the-wise-barber-tx-0c7ca235",0,9,0.00,9.7
"https://agency.innergcomplete.com/barbers/kazthabarber-tx-27f14731",0,1,0.00,3.0
"https://agency.innergcomplete.com/barbers/keep-alive-blends-tx-a09032a4",0,3,0.00,4.0
"https://agency.innergcomplete.com/barbers/keith-with-the-clippers-tx-4a97c234",0,6,0.00,6.3
"https://agency.innergcomplete.com/barbers/kenn-tha-barberdoll-tx-eda7d1d9",0,2,0.00,8.5
"https://agency.innergcomplete.com/barbers/kernkuttz-tx-1ff283fe",0,13,0.00,5.1
"https://agency.innergcomplete.com/barbers/ketchos-tx-39c655fe",0,5,0.00,6.8
"https://agency.innergcomplete.com/barbers/kevcutta-barbershop-tx-878096d6",0,110,0.00,9.3
"https://agency.innergcomplete.com/barbers/kevin-barber-tx-cd12adf0",0,1,0.00,10.0
"https://agency.innergcomplete.com/barbers/kevin-s-cold-cutz-tx-eb9b026f",0,13,0.00,9.8
"https://agency.innergcomplete.com/barbers/kevo-barber-houston-77086-a251f728",0,6,0.00,11.5
"https://agency.innergcomplete.com/barbers/kevvblends-houston-77002-f6a068e6",0,17,0.00,7.8
"https://agency.innergcomplete.com/barbers/kikin-style-houston-77063-e3008217",0,23,0.00,5.0
"https://agency.innergcomplete.com/barbers/king-bishop-s-barber-lounge-addison-75001-54c89edc",0,14,0.00,3.6
"https://agency.innergcomplete.com/barbers/king-cutz-tx-cec49ab6",0,6,0.00,6.5
"https://agency.innergcomplete.com/barbers/king-da-barber-tx-f58876ec",0,12,0.00,3.2
"https://agency.innergcomplete.com/barbers/king-kutz-llc-tx-d66fac89",0,11,0.00,7.5
"https://agency.innergcomplete.com/barbers/king-zues-can-fade-tx-bcf34176",0,10,0.00,18.2
"https://agency.innergcomplete.com/barbers/kingz-of-cutz-dallas-75210-924f041d",0,43,0.00,10.1
"https://agency.innergcomplete.com/barbers/kmacthebarber-dallas-75202-eb674967",0,19,0.00,6.7
"https://agency.innergcomplete.com/barbers/knottwisted-hair-studio-tx-a56b4be3",0,6,0.00,9.3
"https://agency.innergcomplete.com/barbers/koncepts-of-barbering-houston-77025-ab809596",0,10,0.00,9.3
"https://agency.innergcomplete.com/barbers/koodablendz-tx-12b32114",0,7,0.00,23.1
"https://agency.innergcomplete.com/barbers/koreycutz-tx-ada081eb",0,4,0.00,9.5
"https://agency.innergcomplete.com/barbers/kory-s-barber-service-2020-cuts-tx-265c71c0",0,14,0.00,16.6
"https://agency.innergcomplete.com/barbers/kosmetik-hair-studio-houston-77004-bda06838",0,14,0.00,9.0
"https://agency.innergcomplete.com/barbers/kreations-barber-lounge-tx-57630724",0,50,0.00,8.7
"https://agency.innergcomplete.com/barbers/kut-live-tx-d793210d",0,10,0.00,30.0
"https://agency.innergcomplete.com/barbers/kutking-barbering-houston-77063-b5a03447",0,10,0.00,8.0
"https://agency.innergcomplete.com/barbers/kutn-em-up-farmers-branch-75234-5fc3fa87",0,5,0.00,7.4
"https://agency.innergcomplete.com/barbers/kuts-society-tx-2efb732d",0,85,0.00,4.6
"https://agency.innergcomplete.com/barbers/kutsfromtj-houston-77054-43b66b14",0,9,0.00,4.6
"https://agency.innergcomplete.com/barbers/kuttin-edge-barbershop-salon-pearland-77584-7e78e839",0,72,0.00,10.2
"https://agency.innergcomplete.com/barbers/kutzbygibson-kbg-barbershop-tx-7c896b4f",0,10,0.00,7.2
"https://agency.innergcomplete.com/barbers/kutzbyomar-tx-2f2078f8",0,6,0.00,6.8
"https://agency.innergcomplete.com/barbers/kvtsbytovar-barber-houston-77091-d4734566",0,3,0.00,3.0
"https://agency.innergcomplete.com/barbers/l-j-barber-shop-houston-77026-6f71e3b8",0,24,0.00,9.2
"https://agency.innergcomplete.com/barbers/l-j-blendz-tx-8c3512a9",0,5,0.00,5.6
"https://agency.innergcomplete.com/barbers/la-cutz-tx-87174230",0,25,0.00,10.1
"https://agency.innergcomplete.com/barbers/la-master-groomer-la-stylez-tx-a04ea70c",0,2,0.00,3.0
"https://agency.innergcomplete.com/barbers/la-vida-barber-shop-tx-057e592d",0,14,0.00,4.7
"https://agency.innergcomplete.com/barbers/lady-barberareli-houston-77011-e5de7d6d",0,2,0.00,21.5
"https://agency.innergcomplete.com/barbers/lamont-evans-houston-77036-fc68b331",0,1,0.00,5.0
"https://agency.innergcomplete.com/barbers/lando2faded-tx-bbec1771",0,6,0.00,15.7
"https://agency.innergcomplete.com/barbers/landon-s-hair-and-beard-parlor-tx-d142c3c2",0,14,0.00,5.6
"https://agency.innergcomplete.com/barbers/lanefadez-dallas-75243-72857e6f",0,1,0.00,5.0
"https://agency.innergcomplete.com/barbers/larro-cuts-dallas-75207-d6ef6fa2",0,2,0.00,9.5
"https://agency.innergcomplete.com/barbers/latrell-wilson-level-3-barber-lounge-tx-0012d043",0,4,0.00,10.5
"https://agency.innergcomplete.com/barbers/lavish-cuts-tx-e548c54a",0,3,0.00,10.0
"https://agency.innergcomplete.com/barbers/leaux-almighty-tx-96108cdb",0,9,0.00,7.4
"https://agency.innergcomplete.com/barbers/ledo-the-barber-tx-8988af8b",0,15,0.00,15.9
"https://agency.innergcomplete.com/barbers/leefadezs-tx-8182b251",0,39,0.00,8.6
"https://agency.innergcomplete.com/barbers/lefade-james-tx-9ee1ec91",0,2,0.00,9.0
"https://agency.innergcomplete.com/barbers/leftcutz-studio-houston-77063-db2ad255",0,23,0.00,5.9
"https://agency.innergcomplete.com/barbers/legacy-67-barber-room-dallas-75208-fa75e70d",0,12,0.00,7.2
"https://agency.innergcomplete.com/barbers/lenny-cuts-tx-d49c48c6",0,8,0.00,15.0
"https://agency.innergcomplete.com/barbers/leo-at-pja-barber-lounge-tx-7039ca40",0,2,0.00,11.0
"https://agency.innergcomplete.com/barbers/leo-barber-tx-439a15ff",0,13,0.00,5.8
"https://agency.innergcomplete.com/barbers/leo-irving-75061-71493ce8",0,3,0.00,8.7
"https://agency.innergcomplete.com/barbers/leoblendzz-houston-77091-b62fb214",0,2,0.00,10.0
"https://agency.innergcomplete.com/barbers/leonard-otro-nivel-tx-95c047f8",0,1,0.00,11.0
"https://agency.innergcomplete.com/barbers/line-king-dallas-75202-60f6d517",0,3,0.00,7.3
"https://agency.innergcomplete.com/barbers/lineups-by-lynnda-tx-f899e0b4",0,1,0.00,5.0
"https://agency.innergcomplete.com/barbers/lionel-of-houston-55-tx-9718f4ab",0,7,0.00,7.0
"https://agency.innergcomplete.com/barbers/lionis-the-barber-tx-1f48abe8",0,1,0.00,1.0
"https://agency.innergcomplete.com/barbers/liv-the-barber-the-rooted-parlor-tx-7ddf4e6a",0,29,0.00,7.7
"https://agency.innergcomplete.com/barbers/ljtapers-duncanville-75137-08845935",0,7,0.00,7.7
"https://agency.innergcomplete.com/barbers/lluvy-barber-tx-6248321b",0,3,0.00,7.7
"https://agency.innergcomplete.com/barbers/lo-o-cutz-tx-1050bd7b",0,13,0.00,9.5
"https://agency.innergcomplete.com/barbers/locked-in-lex-tx-1306c59e",0,3,0.00,3.3
"https://agency.innergcomplete.com/barbers/loren-the-barber-tx-4920f32f",0,10,0.00,5.0
"https://agency.innergcomplete.com/barbers/loublendz-houston-77063-fbebbe99",0,8,0.00,12.3
"https://agency.innergcomplete.com/barbers/louie-b-tx-ef7b2bb7",0,4,0.00,6.5
"https://agency.innergcomplete.com/barbers/lovejones-tx-f2b34f05",0,10,0.00,9.0
"https://agency.innergcomplete.com/barbers/lower-greenville-barbershop-tx-c78815f5",0,41,0.00,11.3
"https://agency.innergcomplete.com/barbers/lozablendz-tx-79eded5b",0,1,0.00,41.0
"https://agency.innergcomplete.com/barbers/luchobarber-tx-48d71e99",0,5,0.00,5.4
"https://agency.innergcomplete.com/barbers/lucutz-tx-ffc12216",0,10,0.00,25.2
"https://agency.innergcomplete.com/barbers/luigi-barbershop-houston-77022-d750f624",0,22,0.00,16.2
"https://agency.innergcomplete.com/barbers/luis-blendz-tx-de788631",0,16,0.00,7.9
"https://agency.innergcomplete.com/barbers/luis-d-dominguez-barbershop-tx-b4dc7ca5",0,79,0.00,7.4
"https://agency.innergcomplete.com/barbers/luisthebarber-tx-b65f420a",0,22,0.00,7.6
"https://agency.innergcomplete.com/barbers/luke-tha-barber-tx-9c8dac6f",0,18,0.00,7.8
"https://agency.innergcomplete.com/barbers/lukycutz-dallas-75244-c71ad9f9",0,1,0.00,8.0
"https://agency.innergcomplete.com/barbers/luxury-lounge-dallas-75214-e8a3f0d2",0,33,0.00,18.4
"https://agency.innergcomplete.com/barbers/mac-the-barber-tx-0816d413",0,3,0.00,13.3
"https://agency.innergcomplete.com/barbers/macfades-tx-1dc516e4",0,3,0.00,9.0
"https://agency.innergcomplete.com/barbers/madelifekutz3-tx-6c87b005",0,1,0.00,2.0
"https://agency.innergcomplete.com/barbers/magically-faded-tx-e529b7ff",0,12,0.00,6.3
"https://agency.innergcomplete.com/barbers/magichands-tx-ead76b42",0,3,0.00,12.7
"https://agency.innergcomplete.com/barbers/magicwristwork-tx-2386925f",0,3,0.00,8.7
"https://agency.innergcomplete.com/barbers/major-league-barber-studio-tx-a3da90de",0,7,0.00,15.9
"https://agency.innergcomplete.com/barbers/majormondocuts-tx-4addd1e9",0,5,0.00,11.2
"https://agency.innergcomplete.com/barbers/mane-aesthetics-grooming-tx-bdb838ea",0,3,0.00,8.7
"https://agency.innergcomplete.com/barbers/mane-tame-tx-1383c519",0,14,0.00,5.5
"https://agency.innergcomplete.com/barbers/maniac-kutz-tx-f661c2f6",0,4,0.00,14.5
"https://agency.innergcomplete.com/barbers/manin-cuts-tx-c339c301",0,2,0.00,7.0
"https://agency.innergcomplete.com/barbers/manny-s-barber-shop-rubi-sanchez-mesquite-75150-b729116f",0,17,0.00,7.6
"https://agency.innergcomplete.com/barbers/manny-the-barber-tx-48b8419a",0,12,0.00,15.8
"https://agency.innergcomplete.com/barbers/manny-the-barber-tx-58568385",0,11,0.00,13.6
"https://agency.innergcomplete.com/barbers/marc-midwest-tx-fd2c1111",0,4,0.00,74.3
"https://agency.innergcomplete.com/barbers/marcella-tigercuts-tx-0896ee9a",0,3,0.00,5.3
"https://agency.innergcomplete.com/barbers/marco-place-tx-00c1fabc",0,5,0.00,10.6
"https://agency.innergcomplete.com/barbers/marcosdabarber-tx-e833d92a",0,5,0.00,7.6
"https://agency.innergcomplete.com/barbers/marcus-leonard-barber-houston-d3dab989",0,6,0.00,5.8
"https://agency.innergcomplete.com/barbers/mario-sanchez-dallas-75231-e61e1d8d",0,10,0.00,7.9
"https://agency.innergcomplete.com/barbers/mariodabarber-tx-a139ad15",0,25,0.00,9.7
"https://agency.innergcomplete.com/barbers/mariodahbarber-tx-eeb23e5f",0,1,0.00,6.0
"https://agency.innergcomplete.com/barbers/mark-blends-tx-18af0b93",0,6,0.00,6.3
"https://agency.innergcomplete.com/barbers/martin-sandoval-tx-3ae82386",0,6,0.00,19.5
"https://agency.innergcomplete.com/barbers/marzy-barber-tx-d0ebebc1",0,3,0.00,6.0
"https://agency.innergcomplete.com/barbers/matias-tx-7193e5a9",0,13,0.00,5.5
"https://agency.innergcomplete.com/barbers/mauricio-barber-tx-b2eb7bbf",0,11,0.00,9.2
"https://agency.innergcomplete.com/barbers/mauricio-calderon-tx-20633b59",0,10,0.00,6.1
"https://agency.innergcomplete.com/barbers/maynorblendem-tx-5fd3308c",0,26,0.00,4.6
"https://agency.innergcomplete.com/barbers/me-o-fadez-irving-75060-4b7372a3",0,38,0.00,10.1
"https://agency.innergcomplete.com/barbers/medellin-blendz-tx-0584c42a",0,2,0.00,20.5
"https://agency.innergcomplete.com/barbers/melanie-barber-studio-tx-6f718f95",0,2,0.00,3.0
"https://agency.innergcomplete.com/barbers/melicutz-tx-7a74e011",0,1,0.00,5.0
"https://agency.innergcomplete.com/barbers/melys-barbershop-tx-b1fc413d",0,6,0.00,35.7
"https://agency.innergcomplete.com/barbers/menor-dominican-barbershop-houston-77063-8006f5f8",0,42,0.00,6.8
"https://agency.innergcomplete.com/barbers/michael-angelo-barber-miguel-dallas-75202-f7367d09",0,8,0.00,12.1
"https://agency.innergcomplete.com/barbers/michael-suarez-tx-23527b75",0,4,0.00,5.0
"https://agency.innergcomplete.com/barbers/midnight-your-barber-tx-20287eeb",0,6,0.00,10.0
"https://agency.innergcomplete.com/barbers/miggy-blendz-tx-c8ec90a0",0,8,0.00,7.5
"https://agency.innergcomplete.com/barbers/mighty-blendz-tx-c6d2c73e",0,14,0.00,18.9
"https://agency.innergcomplete.com/barbers/miguel-cotzajay-tx-df19e3ce",0,1,0.00,10.0
"https://agency.innergcomplete.com/barbers/miguel-ismino-stylist-and-barber-dallas-75219-5f5699c2",0,7,0.00,9.3
"https://agency.innergcomplete.com/barbers/mikayla-s-m-m-cutz-mesquite-75149-3d3c6c88",0,37,0.00,6.9
"https://agency.innergcomplete.com/barbers/mike-rivera-tx-2d667246",0,1,0.00,10.0
"https://agency.innergcomplete.com/barbers/mike-the-barber-houston-77092-b9e58485",0,2,0.00,6.0
"https://agency.innergcomplete.com/barbers/milano-cutz-tx-a56dbae8",0,2,0.00,10.0
"https://agency.innergcomplete.com/barbers/mill-da-barber-barber-houston-168d73f0",0,3,0.00,6.7
"https://agency.innergcomplete.com/barbers/milliondollarblendz-tx-ac26ac37",0,8,0.00,27.8
"https://agency.innergcomplete.com/barbers/mire-beauty-hair-tx-c2f5c9af",0,8,0.00,7.8
"https://agency.innergcomplete.com/barbers/mirelesfadez-tx-4bc7db7d",0,4,0.00,4.8
"https://agency.innergcomplete.com/barbers/miss-cotton-s-hair-peace-duncanville-75116-4007f5d9",0,5,0.00,3.8
"https://agency.innergcomplete.com/barbers/mitri-barber-mesquite-75149-4c31b3e9",0,9,0.00,6.3
"https://agency.innergcomplete.com/barbers/momo-cutz-tx-b3ba750d",0,2,0.00,7.0
"https://agency.innergcomplete.com/barbers/momo-da-barber-duncanville-75137-380189bc",0,1,0.00,4.0
"https://agency.innergcomplete.com/barbers/moneycutz-pearland-77584-9adff51d",0,7,0.00,21.3
"https://agency.innergcomplete.com/barbers/moneydabarber-headliners-barbershop-tx-35ddf643",0,8,0.00,10.8
"https://agency.innergcomplete.com/barbers/monterrey-barbershop-tx-87a88ab2",0,10,0.00,8.0
"https://agency.innergcomplete.com/barbers/moola-studios-tx-37086bd1",0,1,0.00,6.0
"https://agency.innergcomplete.com/barbers/most-famous-cutz-dallas-75212-0b414a0e",0,47,0.00,10.5
"https://agency.innergcomplete.com/barbers/motionkutz-tx-2fe3df0c",0,5,0.00,8.4
"https://agency.innergcomplete.com/barbers/mr-marcus-house-of-fades-tx-ff143bad",0,2,0.00,8.5
"https://agency.innergcomplete.com/barbers/mr-outliner-outliners-2-houston-houston-77057-8a059260",0,14,0.00,7.4
"https://agency.innergcomplete.com/barbers/mr-spain-at-manny-s-barbershop-mesquite-75150-0cac0d56",0,6,0.00,7.3
"https://agency.innergcomplete.com/barbers/mr-sugical-hands-houston-77088-643d2031",0,1,0.00,5.0
"https://agency.innergcomplete.com/barbers/mr-white-the-groomer-tx-92bfe221",0,9,0.00,6.7
"https://agency.innergcomplete.com/barbers/mr140cutz-tx-0ba05395",0,2,0.00,11.0
"https://agency.innergcomplete.com/barbers/mrjbthabarber-dallas-75226-abf6a567",0,2,0.00,20.5
"https://agency.innergcomplete.com/barbers/mtb-michael-the-barber-tx-46bfbc53",0,5,0.00,15.0
"https://agency.innergcomplete.com/barbers/mugentcutz-barbershop-llc-tx-13a32163",0,25,0.00,5.4
"https://agency.innergcomplete.com/barbers/munguia-barber-tx-6f6f9fe9",0,10,0.00,5.8
"https://agency.innergcomplete.com/barbers/nagdiel-barber-tx-79210c94",0,4,0.00,3.8
"https://agency.innergcomplete.com/barbers/narvaez-barber-tx-40d5e3fa",0,2,0.00,7.0
"https://agency.innergcomplete.com/barbers/nawfbabyblendz-tx-aed5a3c0",0,6,0.00,10.0
"https://agency.innergcomplete.com/barbers/nelflow-barber504-irving-75061-e87bf579",0,1,0.00,3.0
"https://agency.innergcomplete.com/barbers/nelson-shark-barbershop-tx-52194ead",0,32,0.00,8.8
"https://agency.innergcomplete.com/barbers/neno-stylo-barbershop-houston-77063-83fbc3ea",0,50,0.00,8.0
"https://agency.innergcomplete.com/barbers/new-look-barbershop-tx-4596affe",0,8,0.00,8.9
"https://agency.innergcomplete.com/barbers/new-looks-barbershop-tx-432e5ebb",0,8,0.00,6.5
"https://agency.innergcomplete.com/barbers/new-style-barbershop-richardson-75081-f4649f91",0,53,0.00,8.1
"https://agency.innergcomplete.com/barbers/newlooks-tx-48271c35",0,2,0.00,8.0
"https://agency.innergcomplete.com/barbers/next-level-grooming-lounge-llc-tx-bbd0d19a",0,13,0.00,7.4
"https://agency.innergcomplete.com/barbers/next-level-kutz-tx-461d5e0d",0,96,0.00,9.6
"https://agency.innergcomplete.com/barbers/next-up-barber-studio-tx-95ef913a",0,11,0.00,6.9
"https://agency.innergcomplete.com/barbers/next-up-lounge-tx-27fbff58",0,2,0.00,4.5
"https://agency.innergcomplete.com/barbers/neymar-s-barber-shop-tx-d763ed1b",0,59,0.00,9.7
"https://agency.innergcomplete.com/barbers/nick-bthebarber-tx-5797f4b1",0,3,0.00,4.7
"https://agency.innergcomplete.com/barbers/nikki-arguello-tx-83a5c09f",0,1,0.00,5.0
"https://agency.innergcomplete.com/barbers/niko-c-barber-tx-5fe4ae25",0,2,0.00,2.5
"https://agency.innergcomplete.com/barbers/ninety-degrees-barbershop-tx-8a7454f2",0,17,0.00,9.3
"https://agency.innergcomplete.com/barbers/nitafades-studio-dallas-75204-f76038d1",0,17,0.00,5.7
"https://agency.innergcomplete.com/barbers/noe-chapa-tx-b94bdde6",0,4,0.00,4.3
"https://agency.innergcomplete.com/barbers/noelbarber505-dallas-75240-cbd7e518",0,6,0.00,8.8
"https://agency.innergcomplete.com/barbers/noes-original-irving-75060-58a69efd",0,15,0.00,9.4
"https://agency.innergcomplete.com/barbers/ntb-hair-studio-restoration-houston-77054-458c8322",0,10,0.00,16.0
"https://agency.innergcomplete.com/barbers/nya-rolando-tx-94a5a771",0,18,0.00,9.3
"https://agency.innergcomplete.com/barbers/nyc-kutz-styles-dallas-75237-3eefab6d",0,10,0.00,9.6
"https://agency.innergcomplete.com/barbers/ob-cabello-houston-77057-1981b4f4",0,5,0.00,17.2
"https://agency.innergcomplete.com/barbers/obey-s-blend-house-tx-969b60ef",0,1,0.00,7.0
"https://agency.innergcomplete.com/barbers/oblendz-tx-8044dd32",0,3,0.00,7.3
"https://agency.innergcomplete.com/barbers/og-cutz-tx-56826052",0,12,0.00,9.9
"https://agency.innergcomplete.com/barbers/oj-lincoln-park-dallas-75225-d7e2c913",0,2,0.00,3.5
"https://agency.innergcomplete.com/barbers/olee-the-barber-channelview-tx-c9c8a63d",0,38,0.00,7.4
"https://agency.innergcomplete.com/barbers/olee-the-barber-olee-s-jacinto-city-tx-39f2e2ac",0,64,0.00,13.7
"https://agency.innergcomplete.com/barbers/oliver-south-mason-finest-barbershop-tx-35b5dc57",0,43,0.00,9.0
"https://agency.innergcomplete.com/barbers/omar-cuts-tx-abcb5842",0,22,0.00,6.8
"https://agency.innergcomplete.com/barbers/omar-hightower-tx-e208db13",0,31,0.00,8.4
"https://agency.innergcomplete.com/barbers/osbarber-dallas-75244-03ffce09",0,3,0.00,2.7
"https://agency.innergcomplete.com/barbers/oscar-barber-tx-8392e2a7",0,12,0.00,9.2
"https://agency.innergcomplete.com/barbers/osiris-thebarber-tx-94b89966",0,8,0.00,10.8
"https://agency.innergcomplete.com/barbers/osixblens-tx-55e4aa0d",0,3,0.00,6.7
"https://agency.innergcomplete.com/barbers/outstanding-styles-braiding-weaving-tx-d6be48be",0,9,0.00,3.9
"https://agency.innergcomplete.com/barbers/ovaldo-barber-tx-4860fa47",0,1,0.00,10.0
